Word	Declined	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
species:Gen.Pl	speciērum	ērum	ērum	ōrum	ēs	ōrum	ōrum	īs	īs	ōrum	ōrum	uī	īs	īs	ōrum	ōrum
species:Abl.Sg	speciē	ē	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
species:Nom.Pl	speciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
species:Acc.Sg	speciem	em	em	am	um	um	um	um	um	um	um	um	um	uum	uum	uum
species:Dat.Pl	speciēbus	ēbus	em	ōrum	uī	ibus	ērum	ibus	ibus	ibus	ibus	ibus	ā	ibus	ibus	ibus
specus:Nom.Sg	specus	us	us	us	us	us	us	us	us	ēbus	us	us	us	us	us	us
specus:Abl.Pl	specubus	ubus	ibus	ibus	uum	ibus	ibus	ibus	ibus	ibus	uum	ibus	ibus	ibus	ibus	ibus
specus:Dat.Sg	specuī	uī	um	ū	um	um	um	um	uum	um	um	um	um	um	um	um
specus:Acc.Pl	specūs	ūs	ūs	ūs	us	us	us	us	us	ī	us	us	us	us	us	us
specus:Gen.Sg	specūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
specus:Gen.Pl	specuum	uum	um	um	um	um	um	um	um	um	um	um	um	um	um	um
specus:Abl.Sg	specū	ū	ū	ī	ū	ū	ū	ū	ū	ū	ū	ī	ī	ī	ī	ī
specus:Nom.Pl	specūs	ūs	ūs	us	us	us	us	us	us	ēbus	us	us	us	us	us	us
specus:Acc.Sg	specum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
specus:Dat.Pl	specubus	ubus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	um	uum	ibus	ibus	ibus	ibus
spes:Nom.Sg	spēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
spes:Abl.Pl	spēbus	ēbus	ēs	ōrum	ēs	īs	īs	ibus	uī	um	ibus	ibus	ā	ā	ibus	ibus
spes:Dat.Sg	speī	eī	īs	ōrum	ōrum	ōrum	ōrum	ēs	ēs	ōrum	ēs	um	um	ī	a	a
spes:Acc.Pl	spēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēī
spes:Gen.Sg	speī	eī	īs	ōrum	ōrum	ōrum	ōrum	ēs	ēs	ōrum	ēs	um	um	N/A	a	a
spes:Gen.Pl	spērum	ērum	ēs	ōrum	ēs	ēs	ōrum	īs	ēs	ēs	ōrum	uī	ārum	ōrum	a	ōrum
spes:Abl.Sg	spē	ē	ēs	a	ium	a	ōrum	ēs	ēs	ēbus	ēbus	e	e	e	e	e
spes:Nom.Pl	spēs	ēs	ēs	ēs	ēs	ēs	ēs	ōrum	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēī
spes:Acc.Sg	spem	em	ō	ōrum	um	am	um	um	um	um	um	uum	um	um	um	um
spes:Dat.Pl	spēbus	ēbus	ēs	ōrum	ēs	īs	ōrum	ibus	uī	uī	ibus	ibus	ās	ā	uī	uī
spiritus:Nom.Sg	spīritus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
spiritus:Abl.Pl	spīritibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
spiritus:Dat.Sg	spīrituī	uī	uī	ū	um	um	um	um	um	uum	ū	um	um	ī	um	ī
spiritus:Acc.Pl	spīritūs	ūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us
spiritus:Gen.Sg	spīritūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
spiritus:Gen.Pl	spīrituum	uum	um	um	um	um	um	um	um	um	um	um	um	ī	um	uī
spiritus:Abl.Sg	spīritū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ī	ī	ī	ī	ī
spiritus:Nom.Pl	spīritūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
spiritus:Acc.Sg	spīritum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
spiritus:Dat.Pl	spīritibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	um	ibus
spolium:Nom.Sg	spolium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
spolium:Abl.Pl	spoliīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
spolium:Dat.Sg	spoliō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
spolium:Acc.Pl	spolia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
spolium:Gen.Sg	spoliī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
spolium:Gen.Pl	spoliōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
spolium:Abl.Sg	spoliō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
spolium:Nom.Pl	spolia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
spolium:Acc.Sg	spolium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
spolium:Dat.Pl	spoliīs	īs	īs	īs	īs	us	a	īs	īs	ēī	īs	īs	īs	īs	īs	īs
spons:Nom.Sg	spōns	NULL	ēs	ēs	em	ēs	ēs	ēs	ēs	um	um	um	ē	ē	ē	ēs
spons:Abl.Pl	N/AN/A	N/A	a	a	ī	ī	ī	ī	ī	ū	NULL	NULL	NULL	NULL	NULL	NULL
spons:Dat.Sg	spontī	ī	em	em	am	ōrum	ō	um	um	um	um	um	um	um	um	um
spons:Acc.Pl	N/AN/A	N/A	N/A	ī	ī	ī	ī	ī	ū	ū	ū	NULL	NULL	NULL	NULL	NULL
spons:Gen.Sg	spontis	is	is	ōrum	ō	ās	ō	ōrum	uum	uum	uum	um	uum	um	um	uum
spons:Gen.Pl	N/AN/A	N/A	a	ī	ī	ī	ī	ī	ī	ū	NULL	NULL	NULL	NULL	NULL	NULL
spons:Abl.Sg	sponte	e	ō	ōrum	ōrum	ōrum	ōrum	ēs	um	um	um	um	um	um	um	um
spons:Nom.Pl	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	NULL	NULL	NULL	NULL	NULL
spons:Acc.Sg	spontem	em	em	ēs	ōrum	ōrum	ōrum	uī	um	um	um	um	um	um	um	um
spons:Dat.Pl	N/AN/A	N/A	a	ī	ī	ī	ī	ī	ī	ū	NULL	NULL	NULL	NULL	NULL	NULL
status:Nom.Sg	status	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
status:Abl.Pl	statibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
status:Dat.Sg	statuī	uī	uī	uī	um	um	um	um	um	uum	um	um	um	ī	um	um
status:Acc.Pl	statūs	ūs	ūs	ōs	us	us	us	us	us	us	us	us	us	us	us	us
status:Gen.Sg	statūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
status:Gen.Pl	statuum	uum	um	um	um	um	uī	um	um	um	um	um	um	uī	um	um
status:Abl.Sg	statū	ū	ū	ī	ū	ū	ū	ū	ū	ū	ū	ī	ī	ī	ī	ī
status:Nom.Pl	statūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
status:Acc.Sg	statum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
status:Dat.Pl	statibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
stella:Nom.Sg	stēlla	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
stella:Abl.Pl	stēllīs	īs	īs	īs	ōrum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
stella:Dat.Sg	stēllae	ae	ae	ae	ae	es	es	ae	ae	ae	ae	e	e	es	e	e
stella:Acc.Pl	stēllās	ās	ās	uum	ō	ās	ās	ās	ās	ās	ās	ās	ō	ās	ās	ās
stella:Gen.Sg	stēllae	ae	ae	ae	ae	es	N/A	ae	ae	ae	ae	e	e	es	ae	e
stella:Gen.Pl	stēllārum	ārum	ārum	ārum	īs	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum
stella:Abl.Sg	stēllā	ā	ā	ā	ā	ā	ā	ā	ā	es	es	es	es	es	es	es
stella:Nom.Pl	stēllae	ae	ae	es	a	a	a	a	a	a	a	a	a	ae	a	a
stella:Acc.Sg	stēllam	am	am	am	am	um	um	um	um	um	um	um	um	um	um	um
stella:Dat.Pl	stēllīs	īs	īs	īs	īs	īs	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
stirps:Nom.Sg	stirps	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
stirps:Abl.Pl	stirpibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
stirps:Dat.Sg	stirpī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
stirps:Acc.Pl	stirpēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
stirps:Gen.Sg	stirpis	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ōrum	ō	ō
stirps:Gen.Pl	stirpium	ium	ia	am	um	um	ōrum	um	um	um	am	um	um	ī	um	um
stirps:Abl.Sg	stirpe	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
stirps:Nom.Pl	stirpēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
stirps:Acc.Sg	stirpem	em	uum	uum	uum	uum	um	uum	uum	uum	uum	uum	uum	um	uum	uum
stirps:Dat.Pl	stirpibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
strepitus:Nom.Sg	strepitus	us	us	us	us	us	us	us	us	us	ēbus	us	us	us	us	ī
strepitus:Abl.Pl	strepitibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
strepitus:Dat.Sg	strepituī	uī	uī	ī	um	um	um	um	um	um	um	NULL	um	ī	ī	ī
strepitus:Acc.Pl	strepitūs	ūs	ūs	ōs	us	a	us	us	us	ēbus	us	us	us	us	us	us
strepitus:Gen.Sg	strepitūs	ūs	ūs	us	us	a	us	us	us	us	us	ī	us	us	us	us
strepitus:Gen.Pl	strepituum	uum	um	um	um	um	uī	um	um	um	ū	NULL	um	ārum	N/A	um
strepitus:Abl.Sg	strepitū	ū	ū	NULL	ū	ū	ū	ī	ū	ū	ū	ī	ī	ī	ī	ī
strepitus:Nom.Pl	strepitūs	ūs	us	us	us	a	us	us	us	us	us	us	us	us	us	us
strepitus:Acc.Sg	strepitum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
strepitus:Dat.Pl	strepitibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
studium:Nom.Sg	studium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
studium:Abl.Pl	studiīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
studium:Dat.Sg	studiō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
studium:Acc.Pl	studia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
studium:Gen.Sg	studiī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
studium:Gen.Pl	studiōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	ōrum	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
studium:Abl.Sg	studiō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
studium:Nom.Pl	studia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
studium:Acc.Sg	studium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
studium:Dat.Pl	studiīs	īs	īs	a	a	a	a	īs	īs	ēī	īs	īs	īs	īs	īs	īs
summa:Nom.Sg	summa	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
summa:Abl.Pl	summīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
summa:Dat.Sg	summae	ae	ae	e	ae	ae	es	ae	ae	ae	ae	ae	e	e	e	e
summa:Acc.Pl	summās	ās	ā	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās
summa:Gen.Sg	summae	ae	ae	ae	ae	ae	es	ae	ae	ae	ae	ae	e	ae	ae	e
summa:Gen.Pl	summārum	ārum	ārum	ārum	ārum	ārum	ārum	ā	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum
summa:Abl.Sg	summā	ā	ā	ā	ā	ā	ā	ā	ā	es	es	es	es	es	es	es
summa:Nom.Pl	summae	ae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a
summa:Acc.Sg	summam	am	am	am	am	um	um	um	um	um	um	um	um	um	um	um
summa:Dat.Pl	summīs	īs	īs	īs	īs	is	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
supplicium:Nom.Sg	supplicium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
supplicium:Abl.Pl	suppliciīs	īs	īs	a	īs	īs	a	a	īs	īs	īs	īs	īs	īs	īs	īs
supplicium:Dat.Sg	suppliciō	ō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e
supplicium:Acc.Pl	supplicia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
supplicium:Gen.Sg	suppliciī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
supplicium:Gen.Pl	suppliciōrum	ōrum	ōrum	ōrum	ōrum	ēs	ōrum	ō	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
supplicium:Abl.Sg	suppliciō	ō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e
supplicium:Nom.Pl	supplicia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
supplicium:Acc.Sg	supplicium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
supplicium:Dat.Pl	suppliciīs	īs	īs	a	īs	a	a	a	īs	īs	īs	īs	īs	īs	īs	īs
tabula:Nom.Sg	tabula	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
tabula:Abl.Pl	tabulīs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
tabula:Dat.Sg	tabulae	ae	ae	e	ae	ae	ae	ae	ae	ae	ae	ae	e	e	e	e
tabula:Acc.Pl	tabulās	ās	ā	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās
tabula:Gen.Sg	tabulae	ae	ae	e	ae	ae	ae	ae	ae	ae	ae	ae	e	e	e	e
tabula:Gen.Pl	tabulārum	ārum	ārum	ārum	ārum	ārum	ārum	ā	īs	ārum	ārum	ārum	ārum	ārum	ārum	ārum
tabula:Abl.Sg	tabulā	ā	ā	ā	ā	ā	ā	ā	is	es	es	es	es	es	es	es
tabula:Nom.Pl	tabulae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a
tabula:Acc.Sg	tabulam	am	am	am	um	um	um	um	um	um	um	um	um	um	um	um
tabula:Dat.Pl	tabulīs	īs	īs	a	īs	is	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
taurus:Nom.Sg	taurus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
taurus:Abl.Pl	taurīs	īs	īs	a	us	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
taurus:Dat.Sg	taurō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
taurus:Acc.Pl	taurōs	ōs	ōs	ōs	ūs	ūs	us	us	us	us	us	us	us	us	us	us
taurus:Gen.Sg	taurī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
taurus:Gen.Pl	taurōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
taurus:Abl.Sg	taurō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
taurus:Nom.Pl	taurī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
taurus:Acc.Sg	taurum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
taurus:Dat.Pl	taurīs	īs	īs	a	us	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
tectum:Nom.Sg	tēctum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
tectum:Abl.Pl	tēctīs	īs	īs	a	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
tectum:Dat.Sg	tēctō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
tectum:Acc.Pl	tēcta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
tectum:Gen.Sg	tēctī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
tectum:Gen.Pl	tēctōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ō	īs	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
tectum:Abl.Sg	tēctō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
tectum:Nom.Pl	tēcta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
tectum:Acc.Sg	tēctum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
tectum:Dat.Pl	tēctīs	īs	īs	a	a	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
telum:Nom.Sg	tēlum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
telum:Abl.Pl	tēlīs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
telum:Dat.Sg	tēlō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
telum:Acc.Pl	tēla	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
telum:Gen.Sg	tēlī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
telum:Gen.Pl	tēlōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
telum:Abl.Sg	tēlō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
telum:Nom.Pl	tēla	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
telum:Acc.Sg	tēlum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
telum:Dat.Pl	tēlīs	īs	īs	a	a	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
tempestas:Nom.Sg	tempestās	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
tempestas:Abl.Pl	tempestātibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
tempestas:Dat.Sg	tempestātī	ī	ī	ī	ī	ī	ī	ōs	ī	ī	ī	ī	ī	ī	ī	ī
tempestas:Acc.Pl	tempestātēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
tempestas:Gen.Sg	tempestātis	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
tempestas:Gen.Pl	tempestātum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
tempestas:Abl.Sg	tempestāte	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
tempestas:Nom.Pl	tempestātēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
tempestas:Acc.Sg	tempestātem	em	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	um	um	um
tempestas:Dat.Pl	tempestātibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
templum:Nom.Sg	templum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
templum:Abl.Pl	templīs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
templum:Dat.Sg	templō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
templum:Acc.Pl	templa	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
templum:Gen.Sg	templī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
templum:Gen.Pl	templōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ō	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
templum:Abl.Sg	templō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
templum:Nom.Pl	templa	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
templum:Acc.Sg	templum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
templum:Dat.Pl	templīs	īs	īs	a	īs	īs	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
tempus:Nom.Sg	tempus	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
tempus:Abl.Pl	temporibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
tempus:Dat.Sg	temporī	ī	ī	ī	ī	ī	ū	ōs	ī	ī	ī	ī	ī	ī	ī	ī
tempus:Acc.Pl	tempora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
tempus:Gen.Sg	temporis	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
tempus:Gen.Pl	temporum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
tempus:Abl.Sg	tempore	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
tempus:Nom.Pl	tempora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
tempus:Acc.Sg	tempus	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
tempus:Dat.Pl	temporibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	ibus	ibus	ibus
tenebrae:Nom.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	ū	NULL	NULL	NULL	NULL
tenebrae:Abl.Pl	tenebrīs	īs	īs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
tenebrae:Dat.Sg	N/AN/A	N/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	NULL	NULL	NULL	NULL	NULL
tenebrae:Acc.Pl	tenebrās	ās	ā	ās	ās	ās	ās	ās	ās	ās	ās	ō	ō	ās	ās	ā
tenebrae:Gen.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ī	ū	ū	NULL	NULL	NULL	NULL	NULL
tenebrae:Gen.Pl	tenebrārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	am	ārum	ārum	a	ārum	ārum	am	ārum
tenebrae:Abl.Sg	N/AN/A	N/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	NULL	NULL	NULL	NULL
tenebrae:Nom.Pl	tenebrae	ae	ae	es	a	a	a	a	a	a	a	a	a	a	a	a
tenebrae:Acc.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	ū	NULL	NULL	NULL	NULL
tenebrae:Dat.Pl	tenebrīs	īs	īs	īs	īs	a	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
tergum:Nom.Sg	tergum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
tergum:Abl.Pl	tergīs	īs	īs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
tergum:Dat.Sg	tergō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
tergum:Acc.Pl	terga	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
tergum:Gen.Sg	tergī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
tergum:Gen.Pl	tergōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	is	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
tergum:Abl.Sg	tergō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
tergum:Nom.Pl	terga	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
tergum:Acc.Sg	tergum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
tergum:Dat.Pl	tergīs	īs	īs	a	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
terra:Nom.Sg	terra	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
terra:Abl.Pl	terrīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
terra:Dat.Sg	terrae	ae	is	a	ae	ae	es	ae	ae	ae	ae	ae	ae	e	e	e
terra:Acc.Pl	terrās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ā
terra:Gen.Sg	terrae	ae	ae	a	ae	ae	ae	ae	ae	ae	ae	ae	ae	e	ae	e
terra:Gen.Pl	terrārum	ārum	ārum	ārum	īs	ārum	ārum	ā	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum
terra:Abl.Sg	terrā	ā	ā	ā	ā	ā	ā	ā	ā	es	es	es	es	es	es	es
terra:Nom.Pl	terrae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a
terra:Acc.Sg	terram	am	am	am	um	um	um	um	um	um	um	um	um	um	um	um
terra:Dat.Pl	terrīs	īs	īs	īs	īs	a	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
terror:Nom.Sg	terror	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
terror:Abl.Pl	terrōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
terror:Dat.Sg	terrōrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
terror:Acc.Pl	terrōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
terror:Gen.Sg	terrōris	is	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō
terror:Gen.Pl	terrōrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
terror:Abl.Sg	terrōre	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
terror:Nom.Pl	terrōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
terror:Acc.Sg	terrōrem	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum
terror:Dat.Pl	terrōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
testis:Nom.Sg	testis	is	is	is	is	is	is	is	is	ō	ēs	ō	ō	ō	ō	is
