Word	Declined	0	1
eques:Nom.Sg	eques	NULL	NULL
eques:Abl.Pl	equitibus	ibus	ibus
eques:Dat.Sg	equitī	ī	ī
eques:Acc.Pl	equitēs	ēs	ēs
eques:Gen.Sg	equitis	is	is
eques:Gen.Pl	equitum	um	um
eques:Abl.Sg	equite	e	e
eques:Nom.Pl	equitēs	ēs	ēs
eques:Acc.Sg	equitem	em	em
eques:Dat.Pl	equitibus	ibus	ibus
equus:Nom.Sg	equus	us	us
equus:Abl.Pl	equīs	īs	īs
equus:Dat.Sg	equō	ō	ō
equus:Acc.Pl	equōs	ōs	ūs
equus:Gen.Sg	equī	ī	ī
equus:Gen.Pl	equōrum	ōrum	ēs
equus:Abl.Sg	equō	ō	ō
equus:Nom.Pl	equī	ī	ī
equus:Acc.Sg	equum	um	um
equus:Dat.Pl	equīs	īs	īs
error:Nom.Sg	error	NULL	NULL
error:Abl.Pl	errōribus	ibus	ibus
error:Dat.Sg	errōrī	ī	ī
error:Acc.Pl	errōrēs	ēs	ēs
error:Gen.Sg	errōris	is	is
error:Gen.Pl	errōrum	um	um
error:Abl.Sg	errōre	e	e
error:Nom.Pl	errōrēs	ēs	ēs
error:Acc.Sg	errōrem	em	em
error:Dat.Pl	errōribus	ibus	ibus
exemplum:Nom.Sg	exemplum	um	um
exemplum:Abl.Pl	exemplīs	īs	īs
exemplum:Dat.Sg	exemplō	ō	ō
exemplum:Acc.Pl	exempla	a	a
exemplum:Gen.Sg	exemplī	ī	ī
exemplum:Gen.Pl	exemplōrum	ōrum	ēs
exemplum:Abl.Sg	exemplō	ō	em
exemplum:Nom.Pl	exempla	a	a
exemplum:Acc.Sg	exemplum	um	um
exemplum:Dat.Pl	exemplīs	īs	īs
exiguus:Nom.Sg	exiguus	us	us
exiguus:Abl.Pl	exiguīs	īs	īs
exiguus:Dat.Sg	exiguō	ō	ō
exiguus:Acc.Pl	exiguōs	ōs	ōs
exiguus:Gen.Sg	exiguī	ī	ī
exiguus:Gen.Pl	exiguōrum	ōrum	ēs
exiguus:Abl.Sg	exiguō	ō	ō
exiguus:Nom.Pl	exiguī	ī	ī
exiguus:Acc.Sg	exiguum	um	um
exiguus:Dat.Pl	exiguīs	īs	īs
exitium:Nom.Sg	exitium	um	um
exitium:Abl.Pl	exitiīs	īs	īs
exitium:Dat.Sg	exitiō	ō	ō
exitium:Acc.Pl	exitia	a	a
exitium:Gen.Sg	exitiī	ī	ī
exitium:Gen.Pl	exitiōrum	ōrum	ēs
exitium:Abl.Sg	exitiō	ō	ō
exitium:Nom.Pl	exitia	a	a
exitium:Acc.Sg	exitium	um	um
exitium:Dat.Pl	exitiīs	īs	īs
exitus:Nom.Sg	exitus	us	us
exitus:Abl.Pl	exitibus	ibus	ibus
exitus:Dat.Sg	exituī	uī	uī
exitus:Acc.Pl	exitūs	ūs	us
exitus:Gen.Sg	exitūs	ūs	ūs
exitus:Gen.Pl	exituum	uum	ēs
exitus:Abl.Sg	exitū	ū	ū
exitus:Nom.Pl	exitūs	ūs	us
exitus:Acc.Sg	exitum	um	um
exitus:Dat.Pl	exitibus	ibus	ibus
exsilium:Nom.Sg	exsilium	um	um
exsilium:Abl.Pl	exsiliīs	īs	īs
exsilium:Dat.Sg	exsiliō	ō	em
exsilium:Acc.Pl	exsilia	a	a
exsilium:Gen.Sg	exsiliī	ī	ī
exsilium:Gen.Pl	exsiliōrum	ōrum	ēs
exsilium:Abl.Sg	exsiliō	ō	em
exsilium:Nom.Pl	exsilia	a	a
exsilium:Acc.Sg	exsilium	um	um
exsilium:Dat.Pl	exsiliīs	īs	īs
exsul:Nom.Sg	exsul	NULL	NULL
exsul:Abl.Pl	exsulibus	ibus	ibus
exsul:Dat.Sg	exsulī	ī	ī
exsul:Acc.Pl	exsulēs	ēs	ēs
exsul:Gen.Sg	exsulis	is	is
exsul:Gen.Pl	exsulum	um	um
exsul:Abl.Sg	exsule	e	e
exsul:Nom.Pl	exsulēs	ēs	ēs
exsul:Acc.Sg	exsulem	em	em
exsul:Dat.Pl	exsulibus	ibus	ibus
fabula:Nom.Sg	fābula	a	a
fabula:Abl.Pl	fābulīs	īs	īs
fabula:Dat.Sg	fābulae	ae	a
fabula:Acc.Pl	fābulās	ās	am
fabula:Gen.Sg	fābulae	ae	a
fabula:Gen.Pl	fābulārum	ārum	ās
fabula:Abl.Sg	fābulā	ā	ā
fabula:Nom.Pl	fābulae	ae	a
fabula:Acc.Sg	fābulam	am	am
fabula:Dat.Pl	fābulīs	īs	īs
facies:Nom.Sg	faciēs	ēs	ēs
facies:Abl.Pl	faciēbus	ēbus	ēs
facies:Dat.Sg	faciēī	ēī	ēs
facies:Acc.Pl	faciēs	ēs	ēs
facies:Gen.Sg	faciēī	ēī	ēs
facies:Gen.Pl	faciērum	ērum	ēs
facies:Abl.Sg	faciē	ē	em
facies:Nom.Pl	faciēs	ēs	ēs
facies:Acc.Sg	faciem	em	ēs
facies:Dat.Pl	faciēbus	ēbus	ēs
facinus:Nom.Sg	facinus	NULL	NULL
facinus:Abl.Pl	facinoribus	ibus	ibus
facinus:Dat.Sg	facinorī	ī	ī
facinus:Acc.Pl	facinora	a	a
facinus:Gen.Sg	facinoris	is	is
facinus:Gen.Pl	facinorum	um	ēs
facinus:Abl.Sg	facinore	e	e
facinus:Nom.Pl	facinora	a	a
facinus:Acc.Sg	facinus	NULL	NULL
facinus:Dat.Pl	facinoribus	ibus	ibus
factum:Nom.Sg	factum	um	um
factum:Abl.Pl	factīs	īs	a
factum:Dat.Sg	factō	ō	ō
factum:Acc.Pl	facta	a	a
factum:Gen.Sg	factī	ī	ī
factum:Gen.Pl	factōrum	ōrum	ōrum
factum:Abl.Sg	factō	ō	ō
factum:Nom.Pl	facta	a	a
factum:Acc.Sg	factum	um	um
factum:Dat.Pl	factīs	īs	a
fama:Nom.Sg	fāma	a	a
fama:Abl.Pl	fāmīs	īs	īs
fama:Dat.Sg	fāmae	ae	a
fama:Acc.Pl	fāmās	ās	ās
fama:Gen.Sg	fāmae	ae	a
fama:Gen.Pl	fāmārum	ārum	ā
fama:Abl.Sg	fāmā	ā	ā
fama:Nom.Pl	fāmae	ae	a
fama:Acc.Sg	fāmam	am	am
fama:Dat.Pl	fāmīs	īs	īs
fames:Nom.Sg	famēs	ēs	ēs
fames:Abl.Pl	famibus	ibus	ibus
fames:Dat.Sg	famī	ī	ī
fames:Acc.Pl	famēs	ēs	ēs
fames:Gen.Sg	famis	is	is
fames:Gen.Pl	famum	um	um
fames:Abl.Sg	fame	e	e
fames:Nom.Pl	famēs	ēs	ēs
fames:Acc.Sg	famem	em	em
fames:Dat.Pl	famibus	ibus	ibus
fastigium:Nom.Sg	fastīgium	um	um
fastigium:Abl.Pl	fastīgiīs	īs	īs
fastigium:Dat.Sg	fastīgiō	ō	ō
fastigium:Acc.Pl	fastīgia	a	a
fastigium:Gen.Sg	fastīgiī	ī	ī
fastigium:Gen.Pl	fastīgiōrum	ōrum	ēs
fastigium:Abl.Sg	fastīgiō	ō	em
fastigium:Nom.Pl	fastīgia	a	a
fastigium:Acc.Sg	fastīgium	um	um
fastigium:Dat.Pl	fastīgiīs	īs	īs
fatum:Nom.Sg	fātum	um	um
fatum:Abl.Pl	fātīs	īs	īs
fatum:Dat.Sg	fātō	ō	ō
fatum:Acc.Pl	fāta	a	a
fatum:Gen.Sg	fātī	ī	ī
fatum:Gen.Pl	fātōrum	ōrum	ēs
fatum:Abl.Sg	fātō	ō	em
fatum:Nom.Pl	fāta	a	a
fatum:Acc.Sg	fātum	um	um
fatum:Dat.Pl	fātīs	īs	īs
favor:Nom.Sg	favor	NULL	NULL
favor:Abl.Pl	favōribus	ibus	ibus
favor:Dat.Sg	favōrī	ī	ī
favor:Acc.Pl	favōrēs	ēs	ēs
favor:Gen.Sg	favōris	is	is
favor:Gen.Pl	favōrum	um	um
favor:Abl.Sg	favōre	e	e
favor:Nom.Pl	favōrēs	ēs	ēs
favor:Acc.Sg	favōrem	em	em
favor:Dat.Pl	favōribus	ibus	ibus
fax:Nom.Sg	fax	NULL	NULL
fax:Abl.Pl	facibus	ibus	ibus
fax:Dat.Sg	facī	ī	ī
fax:Acc.Pl	facēs	ēs	ēs
fax:Gen.Sg	facis	is	is
fax:Gen.Pl	facum	um	um
fax:Abl.Sg	face	e	e
fax:Nom.Pl	facēs	ēs	ēs
fax:Acc.Sg	facem	em	em
fax:Dat.Pl	facibus	ibus	ibus
femina:Nom.Sg	fēmina	a	a
femina:Abl.Pl	fēminīs	īs	īs
femina:Dat.Sg	fēminae	ae	ae
femina:Acc.Pl	fēminās	ās	ās
femina:Gen.Sg	fēminae	ae	a
femina:Gen.Pl	fēminārum	ārum	ā
femina:Abl.Sg	fēminā	ā	ā
femina:Nom.Pl	fēminae	ae	a
femina:Acc.Sg	fēminam	am	am
femina:Dat.Pl	fēminīs	īs	īs
fera:Nom.Sg	fera	a	a
fera:Abl.Pl	ferīs	īs	īs
fera:Dat.Sg	ferae	ae	ae
fera:Acc.Pl	ferās	ās	ās
fera:Gen.Sg	ferae	ae	ae
fera:Gen.Pl	ferārum	ārum	ās
fera:Abl.Sg	ferā	ā	ās
fera:Nom.Pl	ferae	ae	a
fera:Acc.Sg	feram	am	am
fera:Dat.Pl	ferīs	īs	īs
ferrum:Nom.Sg	ferrum	um	um
ferrum:Abl.Pl	ferrīs	īs	īs
ferrum:Dat.Sg	ferrō	ō	ō
ferrum:Acc.Pl	ferra	a	a
ferrum:Gen.Sg	ferrī	ī	ī
ferrum:Gen.Pl	ferrōrum	ōrum	ēs
ferrum:Abl.Sg	ferrō	ō	ō
ferrum:Nom.Pl	ferra	a	a
ferrum:Acc.Sg	ferrum	um	um
ferrum:Dat.Pl	ferrīs	īs	īs
fetus:Nom.Sg	fētus	us	us
fetus:Abl.Pl	fētibus	ibus	ibus
fetus:Dat.Sg	fētuī	uī	um
fetus:Acc.Pl	fētūs	ūs	us
fetus:Gen.Sg	fētūs	ūs	ūs
fetus:Gen.Pl	fētuum	uum	ēs
fetus:Abl.Sg	fētū	ū	ū
fetus:Nom.Pl	fētūs	ūs	us
fetus:Acc.Sg	fētum	um	um
fetus:Dat.Pl	fētibus	ibus	ibus
fides:Nom.Sg	fidēs	ēs	ēs
fides:Abl.Pl	fidēbus	ēbus	ēs
fides:Dat.Sg	fideī	eī	a
fides:Acc.Pl	fidēs	ēs	ēs
fides:Gen.Sg	fideī	eī	a
fides:Gen.Pl	fidērum	ērum	ēs
fides:Abl.Sg	fidē	ē	em
fides:Nom.Pl	fidēs	ēs	ēs
fides:Acc.Sg	fidem	em	em
fides:Dat.Pl	fidēbus	ēbus	ēs
filia:Nom.Sg	fīlia	a	a
filia:Abl.Pl	fīliīs	īs	īs
filia:Dat.Sg	fīliae	ae	ae
filia:Acc.Pl	fīliās	ās	ās
filia:Gen.Sg	fīliae	ae	a
filia:Gen.Pl	fīliārum	ārum	ās
filia:Abl.Sg	fīliā	ā	ās
filia:Nom.Pl	fīliae	ae	a
filia:Acc.Sg	fīliam	am	am
filia:Dat.Pl	fīliīs	īs	īs
filius:Nom.Sg	fīlius	us	us
filius:Abl.Pl	fīliīs	īs	īs
filius:Dat.Sg	fīliō	ō	ō
filius:Acc.Pl	fīliōs	ōs	ōs
filius:Gen.Sg	fīliī	ī	ī
filius:Gen.Pl	fīliōrum	ōrum	ēs
filius:Abl.Sg	fīliō	ō	ō
filius:Nom.Pl	fīliī	ī	ī
filius:Acc.Sg	fīlium	um	um
filius:Dat.Pl	fīliīs	īs	īs
finis:Nom.Sg	fīnis	is	īs
finis:Abl.Pl	fīnibus	ibus	ibus
finis:Dat.Sg	fīnī	ī	ī
finis:Acc.Pl	fīnēs	ēs	ēs
finis:Gen.Sg	fīnis	is	is
finis:Gen.Pl	fīnium	ium	a
finis:Abl.Sg	fīne	e	e
finis:Nom.Pl	fīnēs	ēs	ēs
finis:Acc.Sg	fīnem	em	em
finis:Dat.Pl	fīnibus	ibus	ibus
flamma:Nom.Sg	flamma	a	a
flamma:Abl.Pl	flammīs	īs	a
flamma:Dat.Sg	flammae	ae	ae
flamma:Acc.Pl	flammās	ās	ās
flamma:Gen.Sg	flammae	ae	ae
flamma:Gen.Pl	flammārum	ārum	ā
flamma:Abl.Sg	flammā	ā	ā
flamma:Nom.Pl	flammae	ae	a
flamma:Acc.Sg	flammam	am	am
flamma:Dat.Pl	flammīs	īs	a
fletus:Nom.Sg	flētus	us	us
fletus:Abl.Pl	flētibus	ibus	ibus
fletus:Dat.Sg	flētuī	uī	um
fletus:Acc.Pl	flētūs	ūs	us
fletus:Gen.Sg	flētūs	ūs	ūs
fletus:Gen.Pl	flētuum	uum	ēs
fletus:Abl.Sg	flētū	ū	ū
fletus:Nom.Pl	flētūs	ūs	us
fletus:Acc.Sg	flētum	um	um
fletus:Dat.Pl	flētibus	ibus	ibus
flos:Nom.Sg	flōs	NULL	NULL
flos:Abl.Pl	flōribus	ibus	ibus
flos:Dat.Sg	flōrī	ī	ī
flos:Acc.Pl	flōrēs	ēs	ēs
flos:Gen.Sg	flōris	is	is
flos:Gen.Pl	flōrum	um	um
flos:Abl.Sg	flōre	e	e
flos:Nom.Pl	flōrēs	ēs	ēs
flos:Acc.Sg	flōrem	em	em
flos:Dat.Pl	flōribus	ibus	ibus
fluctus:Nom.Sg	fluctus	us	us
fluctus:Abl.Pl	fluctibus	ibus	ibus
fluctus:Dat.Sg	fluctuī	uī	um
fluctus:Acc.Pl	fluctūs	ūs	us
fluctus:Gen.Sg	fluctūs	ūs	ūs
fluctus:Gen.Pl	fluctuum	uum	ēs
fluctus:Abl.Sg	fluctū	ū	ū
fluctus:Nom.Pl	fluctūs	ūs	us
fluctus:Acc.Sg	fluctum	um	um
fluctus:Dat.Pl	fluctibus	ibus	ibus
flumen:Nom.Sg	flūmen	NULL	NULL
flumen:Abl.Pl	flūminibus	ibus	ibus
flumen:Dat.Sg	flūminī	ī	ī
flumen:Acc.Pl	flūmina	a	a
flumen:Gen.Sg	flūminis	is	is
flumen:Gen.Pl	flūminum	um	um
flumen:Abl.Sg	flūmine	e	e
flumen:Nom.Pl	flūmina	a	a
flumen:Acc.Sg	flūmen	NULL	NULL
flumen:Dat.Pl	flūminibus	ibus	ibus
focus:Nom.Sg	focus	us	us
focus:Abl.Pl	focīs	īs	īs
focus:Dat.Sg	focō	ō	ō
focus:Acc.Pl	focōs	ōs	ōs
focus:Gen.Sg	focī	ī	ī
focus:Gen.Pl	focōrum	ōrum	ēs
focus:Abl.Sg	focō	ō	ō
focus:Nom.Pl	focī	ī	ī
focus:Acc.Sg	focum	um	um
focus:Dat.Pl	focīs	īs	īs
foedus:Nom.Sg	foedus	NULL	NULL
foedus:Abl.Pl	foederibus	ibus	ibus
foedus:Dat.Sg	foederī	ī	ī
foedus:Acc.Pl	foedera	a	a
foedus:Gen.Sg	foederis	is	is
foedus:Gen.Pl	foederum	um	um
foedus:Abl.Sg	foedere	e	e
foedus:Nom.Pl	foedera	a	a
foedus:Acc.Sg	foedus	NULL	NULL
foedus:Dat.Pl	foederibus	ibus	ibus
fons:Nom.Sg	fōns	NULL	NULL
fons:Abl.Pl	fontibus	ibus	ibus
fons:Dat.Sg	fontī	ī	ī
fons:Acc.Pl	fontēs	ēs	ēs
fons:Gen.Sg	fontis	is	is
fons:Gen.Pl	fontium	ium	ium
fons:Abl.Sg	fonte	e	e
fons:Nom.Pl	fontēs	ēs	ēs
fons:Acc.Sg	fontem	em	em
fons:Dat.Pl	fontibus	ibus	ibus
foris:Nom.Sg	foris	is	īs
foris:Abl.Pl	foribus	ibus	ibus
foris:Dat.Sg	forī	ī	ī
foris:Acc.Pl	forēs	ēs	ēs
foris:Gen.Sg	foris	is	is
foris:Gen.Pl	forium	ium	ēbus
foris:Abl.Sg	fore	e	e
foris:Nom.Pl	forēs	ēs	ēs
foris:Acc.Sg	forem	em	em
foris:Dat.Pl	foribus	ibus	ibus
forma:Nom.Sg	fōrma	a	a
forma:Abl.Pl	fōrmīs	īs	īs
forma:Dat.Sg	fōrmae	ae	ae
forma:Acc.Pl	fōrmās	ās	am
forma:Gen.Sg	fōrmae	ae	ae
forma:Gen.Pl	fōrmārum	ārum	ās
forma:Abl.Sg	fōrmā	ā	ās
forma:Nom.Pl	fōrmae	ae	a
forma:Acc.Sg	fōrmam	am	am
forma:Dat.Pl	fōrmīs	īs	īs
formido:Nom.Sg	formīdo	NULL	NULL
formido:Abl.Pl	formīdinibus	ibus	ibus
formido:Dat.Sg	formīdinī	ī	ī
formido:Acc.Pl	formīdinēs	ēs	ēs
formido:Gen.Sg	formīdinis	is	is
formido:Gen.Pl	formīdinum	um	um
formido:Abl.Sg	formīdine	e	e
formido:Nom.Pl	formīdinēs	ēs	ēs
formido:Acc.Sg	formīdinem	em	em
formido:Dat.Pl	formīdinibus	ibus	uī
fortuna:Nom.Sg	fortūna	a	a
fortuna:Abl.Pl	fortūnīs	īs	īs
fortuna:Dat.Sg	fortūnae	ae	a
fortuna:Acc.Pl	fortūnās	ās	am
fortuna:Gen.Sg	fortūnae	ae	a
fortuna:Gen.Pl	fortūnārum	ārum	ās
fortuna:Abl.Sg	fortūnā	ā	ās
fortuna:Nom.Pl	fortūnae	ae	a
fortuna:Acc.Sg	fortūnam	am	am
fortuna:Dat.Pl	fortūnīs	īs	īs
forum:Nom.Sg	forum	um	um
forum:Abl.Pl	forīs	īs	īs
forum:Dat.Sg	forō	ō	ō
forum:Acc.Pl	fora	a	a
forum:Gen.Sg	forī	ī	ī
forum:Gen.Pl	forōrum	ōrum	ēs
forum:Abl.Sg	forō	ō	ō
forum:Nom.Pl	fora	a	a
forum:Acc.Sg	forum	um	um
forum:Dat.Pl	forīs	īs	īs
frater:Nom.Sg	frāter	NULL	em
frater:Abl.Pl	frātribus	ibus	ibus
frater:Dat.Sg	frātrī	ī	ī
frater:Acc.Pl	frātrēs	ēs	ēs
frater:Gen.Sg	frātris	is	is
frater:Gen.Pl	frātrum	um	um
frater:Abl.Sg	frātre	e	e
frater:Nom.Pl	frātrēs	ēs	ēs
frater:Acc.Sg	frātrem	em	em
frater:Dat.Pl	frātribus	ibus	ibus
fraus:Nom.Sg	fraus	NULL	NULL
fraus:Abl.Pl	fraudibus	ibus	ibus
fraus:Dat.Sg	fraudī	ī	ī
fraus:Acc.Pl	fraudēs	ēs	ēs
fraus:Gen.Sg	fraudis	is	is
fraus:Gen.Pl	fraudum	um	ēs
fraus:Abl.Sg	fraude	e	e
fraus:Nom.Pl	fraudēs	ēs	ēs
fraus:Acc.Sg	fraudem	em	em
fraus:Dat.Pl	fraudibus	ibus	ibus
fremitus:Nom.Sg	fremitus	us	us
fremitus:Abl.Pl	fremitibus	ibus	ibus
fremitus:Dat.Sg	fremituī	uī	uī
fremitus:Acc.Pl	fremitūs	ūs	us
fremitus:Gen.Sg	fremitūs	ūs	ūs
fremitus:Gen.Pl	fremituum	uum	ēs
fremitus:Abl.Sg	fremitū	ū	ū
fremitus:Nom.Pl	fremitūs	ūs	us
fremitus:Acc.Sg	fremitum	um	um
fremitus:Dat.Pl	fremitibus	ibus	ibus
frenum:Nom.Sg	frēnum	um	um
frenum:Abl.Pl	frēnīs	īs	īs
frenum:Dat.Sg	frēnō	ō	ō
frenum:Acc.Pl	frēna	a	a
frenum:Gen.Sg	frēnī	ī	ī
frenum:Gen.Pl	frēnōrum	ōrum	ēs
frenum:Abl.Sg	frēnō	ō	ō
frenum:Nom.Pl	frēna	a	a
frenum:Acc.Sg	frēnum	um	um
frenum:Dat.Pl	frēnīs	īs	īs
fretum:Nom.Sg	fretum	um	um
fretum:Abl.Pl	fretīs	īs	īs
fretum:Dat.Sg	fretō	ō	ō
fretum:Acc.Pl	freta	a	a
fretum:Gen.Sg	fretī	ī	ī
fretum:Gen.Pl	fretōrum	ōrum	ēs
fretum:Abl.Sg	fretō	ō	ō
fretum:Nom.Pl	freta	a	a
fretum:Acc.Sg	fretum	um	um
fretum:Dat.Pl	fretīs	īs	īs
frigus:Nom.Sg	frīgus	NULL	NULL
frigus:Abl.Pl	frīgoribus	ibus	ibus
frigus:Dat.Sg	frīgorī	ī	ī
frigus:Acc.Pl	frīgora	a	a
frigus:Gen.Sg	frīgoris	is	is
frigus:Gen.Pl	frīgorum	um	um
frigus:Abl.Sg	frīgore	e	e
frigus:Nom.Pl	frīgora	a	a
frigus:Acc.Sg	frīgus	NULL	NULL
frigus:Dat.Pl	frīgoribus	ibus	ibus
frons:Nom.Sg	frōns	NULL	NULL
frons:Abl.Pl	frontibus	ibus	ibus
frons:Dat.Sg	frontī	ī	ī
frons:Acc.Pl	frontēs	ēs	ēs
frons:Gen.Sg	frontis	is	is
frons:Gen.Pl	frontium	ium	ium
frons:Abl.Sg	fronte	e	e
frons:Nom.Pl	frontēs	ēs	ēs
frons:Acc.Sg	frontem	em	em
frons:Dat.Pl	frontibus	ibus	ibus
frons:Nom.Sg	frons	NULL	NULL
frons:Abl.Pl	frondibus	ibus	ibus
frons:Dat.Sg	frondī	ī	ī
frons:Acc.Pl	frondēs	ēs	ēs
frons:Gen.Sg	frondis	is	is
frons:Gen.Pl	frondium	ium	ēbus
frons:Abl.Sg	fronde	e	e
frons:Nom.Pl	frondēs	ēs	ēs
frons:Acc.Sg	frondem	em	em
frons:Dat.Pl	frondibus	ibus	ibus
fructus:Nom.Sg	fructus	us	us
fructus:Abl.Pl	fructibus	ibus	ibus
fructus:Dat.Sg	fructuī	uī	ēs
fructus:Acc.Pl	fructūs	ūs	us
fructus:Gen.Sg	fructūs	ūs	ūs
fructus:Gen.Pl	fructuum	uum	ēs
fructus:Abl.Sg	fructū	ū	ū
fructus:Nom.Pl	fructūs	ūs	us
fructus:Acc.Sg	fructum	um	um
fructus:Dat.Pl	fructibus	ibus	ibus
frumentum:Nom.Sg	frūmentum	um	um
frumentum:Abl.Pl	frūmentīs	īs	īs
frumentum:Dat.Sg	frūmentō	ō	e
frumentum:Acc.Pl	frūmenta	a	a
frumentum:Gen.Sg	frūmentī	ī	ī
frumentum:Gen.Pl	frūmentōrum	ōrum	ōrum
frumentum:Abl.Sg	frūmentō	ō	em
frumentum:Nom.Pl	frūmenta	a	a
frumentum:Acc.Sg	frūmentum	um	um
frumentum:Dat.Pl	frūmentīs	īs	īs
frux:Nom.Sg	frūx	NULL	NULL
frux:Abl.Pl	frūgibus	ibus	ibus
frux:Dat.Sg	frūgī	ī	ī
frux:Acc.Pl	frūgēs	ēs	ēs
frux:Gen.Sg	frūgis	is	is
frux:Gen.Pl	frūgum	um	ēs
frux:Abl.Sg	frūge	e	e
frux:Nom.Pl	frūgēs	ēs	ēs
frux:Acc.Sg	frūgem	em	em
frux:Dat.Pl	frūgibus	ibus	ibus
fuga:Nom.Sg	fuga	a	a
fuga:Abl.Pl	fugīs	īs	īs
fuga:Dat.Sg	fugae	ae	a
fuga:Acc.Pl	fugās	ās	am
fuga:Gen.Sg	fugae	ae	a
fuga:Gen.Pl	fugārum	ārum	am
fuga:Abl.Sg	fugā	ā	ās
fuga:Nom.Pl	fugae	ae	a
fuga:Acc.Sg	fugam	am	am
fuga:Dat.Pl	fugīs	īs	īs
fulmen:Nom.Sg	fulmen	NULL	NULL
fulmen:Abl.Pl	fulminibus	ibus	ibus
fulmen:Dat.Sg	fulminī	ī	ī
fulmen:Acc.Pl	fulmina	a	a
fulmen:Gen.Sg	fulminis	is	is
fulmen:Gen.Pl	fulminum	um	um
fulmen:Abl.Sg	fulmine	e	e
fulmen:Nom.Pl	fulmina	a	a
fulmen:Acc.Sg	fulmen	NULL	NULL
fulmen:Dat.Pl	fulminibus	ibus	ibus
funis:Nom.Sg	fūnis	is	īs
funis:Abl.Pl	fūnibus	ibus	ibus
funis:Dat.Sg	fūnī	ī	ī
funis:Acc.Pl	fūnēs	ēs	ēs
funis:Gen.Sg	fūnis	is	is
funis:Gen.Pl	fūnium	ium	ium
funis:Abl.Sg	fūne	e	e
funis:Nom.Pl	fūnēs	ēs	ēs
funis:Acc.Sg	fūnem	em	em
funis:Dat.Pl	fūnibus	ibus	ibus
funus:Nom.Sg	fūnus	NULL	NULL
funus:Abl.Pl	fūneribus	ibus	ibus
funus:Dat.Sg	fūnerī	ī	ī
funus:Acc.Pl	fūnera	a	a
funus:Gen.Sg	fūneris	is	is
funus:Gen.Pl	fūnerum	um	um
funus:Abl.Sg	fūnere	e	e
funus:Nom.Pl	fūnera	a	a
funus:Acc.Sg	fūnus	NULL	NULL
funus:Dat.Pl	fūneribus	ibus	ibus
furor:Nom.Sg	furor	NULL	NULL
furor:Abl.Pl	furōribus	ibus	ibus
furor:Dat.Sg	furōrī	ī	ī
furor:Acc.Pl	furōrēs	ēs	ēs
furor:Gen.Sg	furōris	is	is
furor:Gen.Pl	furōrum	um	um
furor:Abl.Sg	furōre	e	e
furor:Nom.Pl	furōrēs	ēs	ēs
furor:Acc.Sg	furōrem	em	em
furor:Dat.Pl	furōribus	ibus	ibus
furtum:Nom.Sg	fūrtum	um	um
furtum:Abl.Pl	fūrtīs	īs	īs
furtum:Dat.Sg	fūrtō	ō	ō
furtum:Acc.Pl	fūrta	a	a
furtum:Gen.Sg	fūrtī	ī	ī
furtum:Gen.Pl	fūrtōrum	ōrum	ōrum
furtum:Abl.Sg	fūrtō	ō	ō
furtum:Nom.Pl	fūrta	a	a
furtum:Acc.Sg	fūrtum	um	um
furtum:Dat.Pl	fūrtīs	īs	īs
gaudium:Nom.Sg	gaudium	um	um
gaudium:Abl.Pl	gaudiīs	īs	īs
gaudium:Dat.Sg	gaudiō	ō	ō
gaudium:Acc.Pl	gaudia	a	a
gaudium:Gen.Sg	gaudiī	ī	ī
gaudium:Gen.Pl	gaudiōrum	ōrum	ōrum
gaudium:Abl.Sg	gaudiō	ō	ō
gaudium:Nom.Pl	gaudia	a	a
gaudium:Acc.Sg	gaudium	um	um
gaudium:Dat.Pl	gaudiīs	īs	īs
gemitus:Nom.Sg	gemitus	us	us
gemitus:Abl.Pl	gemitibus	ibus	ibus
gemitus:Dat.Sg	gemituī	uī	um
gemitus:Acc.Pl	gemitūs	ūs	us
gemitus:Gen.Sg	gemitūs	ūs	ūs
gemitus:Gen.Pl	gemituum	uum	ēs
gemitus:Abl.Sg	gemitū	ū	ū
gemitus:Nom.Pl	gemitūs	ūs	us
gemitus:Acc.Sg	gemitum	um	um
gemitus:Dat.Pl	gemitibus	ibus	ibus
gemma:Nom.Sg	gemma	a	a
gemma:Abl.Pl	gemmīs	īs	a
gemma:Dat.Sg	gemmae	ae	ae
gemma:Acc.Pl	gemmās	ās	ās
gemma:Gen.Sg	gemmae	ae	ae
gemma:Gen.Pl	gemmārum	ārum	ās
gemma:Abl.Sg	gemmā	ā	ās
gemma:Nom.Pl	gemmae	ae	a
gemma:Acc.Sg	gemmam	am	am
gemma:Dat.Pl	gemmīs	īs	a
gens:Nom.Sg	gēns	NULL	NULL
gens:Abl.Pl	gentibus	ibus	ibus
gens:Dat.Sg	gentī	ī	ī
gens:Acc.Pl	gentēs	ēs	ēs
gens:Gen.Sg	gentis	is	is
gens:Gen.Pl	gentium	ium	ium
gens:Abl.Sg	gente	e	e
gens:Nom.Pl	gentēs	ēs	ēs
gens:Acc.Sg	gentem	em	em
gens:Dat.Pl	gentibus	ibus	ibus
genu:Nom.Sg	genū	ū	ū
genu:Abl.Pl	genibus	ibus	ibus
genu:Dat.Sg	genū	ū	ū
genu:Acc.Pl	genua	ua	ēs
genu:Gen.Sg	genūs	ūs	ūs
genu:Gen.Pl	genuum	uum	ēs
genu:Abl.Sg	genū	ū	ū
genu:Nom.Pl	genua	ua	ēs
genu:Acc.Sg	genū	ū	um
genu:Dat.Pl	genibus	ibus	ibus
genus:Nom.Sg	genus	NULL	NULL
