Word	Declension	Gender	CaseNum	Case	Num	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
32	adventus:Abl.Pl	4	m	Abl.Pl	Abl	Pl	112	adventibus	ibus	ibus	is		i	i	i	i	i	i	i
33	adventus:Dat.Sg	4	m	Dat.Sg	Dat	Sg	112	adventuī	uī	u	us	i	i	i	i	i	i	i	i
34	adventus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	112	adventūs	ūs	us	s			i	i	i	i	i	i
35	adventus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	112	adventūs	ūs	us	is	i	i	i	i	i	i	i	i
36	adventus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	112	adventuum	uum	umu	uu	us	i	i	i	i	i	i	i
37	adventus:Abl.Sg	4	m	Abl.Sg	Abl	Sg	112	adventū	ū	u	u	ō	ō	ō	ō	ō	ō	ō	ō
38	adventus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	112	adventūs	ūs	us	us	s		i	i	i	i	i	i
39	adventus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	112	adventum	um	um	um	u	u	u	u	u	u	u	um
40	adventus:Dat.Pl	4	m	Dat.Pl	Dat	Pl	112	adventibus	ibus	ubs	us			i	i	i	i	i	i
41	aedes:Nom.Sg	3	f	Nom.Sg	Nom	Sg	68	aedēs	ēs										
42	aedes:Abl.Pl	3	f	Abl.Pl	Abl	Pl	68	aedibus	ibus	ibus	is	i	i	i	i	i	i	i	i
43	aedes:Dat.Sg	3	f	Dat.Sg	Dat	Sg	68	aedī	ī	i	i	i	i	i	i	i	i	i	i
44	aedes:Acc.Pl	3	f	Acc.Pl	Acc	Pl	68	aedēs	ēs	ēs	ēs	ēs	ēs	ēs	ē	ē	ē	ē	e
45	aedes:Gen.Sg	3	f	Gen.Sg	Gen	Sg	68	aedis	is	is	i	i	i	i	i	i	i	i	i
46	aedes:Gen.Pl	3	f	Gen.Pl	Gen	Pl	68	aedium	ium	iu	iu								
47	aedes:Abl.Sg	3	f	Abl.Sg	Abl	Sg	68	aede	e	e	e	e	e	e	e	e	e	e	e
48	aedes:Nom.Pl	3	f	Nom.Pl	Nom	Pl	68	aedēs	ēs	ēs	s				a	a	a	a	a
49	aedes:Acc.Sg	3	f	Acc.Sg	Acc	Sg	68	aedem	em	em	em	e	e	e	e	e	e	e	e
50	aedes:Dat.Pl	3	f	Dat.Pl	Dat	Pl	68	aedibus	ibus	ibs	i	i					i		e
51	aer:Nom.Sg	3	m	Nom.Sg	Nom	Sg	78	āēr											
52	aer:Abl.Pl	3	m	Abl.Pl	Abl	Pl	78	āeribus	ibus	ibus	i	i	i	i	i	i	i	i	i
53	aer:Dat.Sg	3	m	Dat.Sg	Dat	Sg	78	āerī	ī	i	i	i	i	i	i	i	i	i	i
54	aer:Acc.Pl	3	m	Acc.Pl	Acc	Pl	78	āerēs	ēs	ēs	ēs	ēs	ēs	ēs	ē	ē	ē	ē	e
55	aer:Gen.Sg	3	m	Gen.Sg	Gen	Sg	78	āeris	is	is	i	i	i	i	i	i	i	i	i
56	aer:Gen.Pl	3	m	Gen.Pl	Gen	Pl	78	āerum	um	umu	uu					i	i		
57	aer:Abl.Sg	3	m	Abl.Sg	Abl	Sg	78	āere	e	e	e	e	e	e	e	e	e	e	e
58	aer:Nom.Pl	3	m	Nom.Pl	Nom	Pl	78	āerēs	ēs	ēs						a	a	a	a
59	aer:Acc.Sg	3	m	Acc.Sg	Acc	Sg	78	āera	a	em	em	e	e	e	e	e	e	e	e
60	aer:Dat.Pl	3	m	Dat.Pl	Dat	Pl	78	āeribus	ibus	ibus	iu				i	i	i	i	i
61	aes:Nom.Sg	3	n	Nom.Sg	Nom	Sg	141	aes				m	m						
62	aes:Abl.Pl	3	n	Abl.Pl	Abl	Pl	141	aeribus	ibus	ibus	iu	i	i	i	i	i	i	i	i
63	aes:Dat.Sg	3	n	Dat.Sg	Dat	Sg	141	aerī	ī	is	i	i	i	i	i	i	i	i	i
64	aes:Acc.Pl	3	n	Acc.Pl	Acc	Pl	141	aera	a	a	a	a	a	a	a	a	a	a	a
65	aes:Gen.Sg	3	n	Gen.Sg	Gen	Sg	141	aeris	is	īs	ī		i	i	i	i	i	i	i
66	aes:Gen.Pl	3	n	Gen.Pl	Gen	Pl	141	aerum	um	mu	mu								
67	aes:Abl.Sg	3	n	Abl.Sg	Abl	Sg	141	aere	e	e	e	e	e	e	e	e			
68	aes:Nom.Pl	3	n	Nom.Pl	Nom	Pl	141	aera	a	a	a	a	a	a	a	a	a	a	a
69	aes:Acc.Sg	3	n	Acc.Sg	Acc	Sg	141	aes			m	m	m						
70	aes:Dat.Pl	3	n	Dat.Pl	Dat	Pl	141	aeribus	ibus	bs	u								
71	aestas:Nom.Sg	3	f	Nom.Sg	Nom	Sg	89	aestās											
72	aestas:Abl.Pl	3	f	Abl.Pl	Abl	Pl	89	aestātibus	ibus	ibus	ies	i	i	i	i	i	i	i	i
73	aestas:Dat.Sg	3	f	Dat.Sg	Dat	Sg	89	aestātī	ī	i	i	i	i	i	i	i	i	i	i
74	aestas:Acc.Pl	3	f	Acc.Pl	Acc	Pl	89	aestātēs	ēs	ēs	ēs	ēs	ēs	ē	ē	ē	ē	ē	e
75	aestas:Gen.Sg	3	f	Gen.Sg	Gen	Sg	89	aestātis	is	is	i	i	i	i	i	i	i	i	i
76	aestas:Gen.Pl	3	f	Gen.Pl	Gen	Pl	89	aestātum	um	iu	u								
77	aestas:Abl.Sg	3	f	Abl.Sg	Abl	Sg	89	aestāte	e	e	e	e	e	e	e	e	e	e	e
78	aestas:Nom.Pl	3	f	Nom.Pl	Nom	Pl	89	aestātēs	ēs	ēs	s				a	a	a	a	a
79	aestas:Acc.Sg	3	f	Acc.Sg	Acc	Sg	89	aestātem	em	em	em	e	e	e	e	e	e	e	e
80	aestas:Dat.Pl	3	f	Dat.Pl	Dat	Pl	89	aestātibus	ibus	ibs	i						i		e
81	aestus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	105	aestus	us	us	u	u	u	u	u	u	u	u	u
82	aestus:Abl.Pl	4	m	Abl.Pl	Abl	Pl	105	aestibus	ibus	ibus	is		i	i	i	i	i	i	i
83	aestus:Dat.Sg	4	m	Dat.Sg	Dat	Sg	105	aestuī	uī	u	us	i	i	i	i	i	i	i	i
84	aestus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	105	aestūs	ūs	us	s			i	i	i	i	i	i
85	aestus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	105	aestūs	ūs	us	is	i	i	i	i	i	i	i	i
86	aestus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	105	aestuum	uum	umu	uu	us	i	i	i	i	i	i	i
87	aestus:Abl.Sg	4	m	Abl.Sg	Abl	Sg	105	aestū	ū	u	u	ō	ō	ō	ō	ō	ō	ō	ō
88	aestus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	105	aestūs	ūs	us	us	s		i	i	i	i	i	i
89	aestus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	105	aestum	um	um	um	u	u	u	u	u	u	u	um
90	aestus:Dat.Pl	4	m	Dat.Pl	Dat	Pl	105	aestibus	ibus	ubs	is			i	i	i	i	i	i
91	aetas:Nom.Sg	3	f	Nom.Sg	Nom	Sg	418	aetās											
92	aetas:Abl.Pl	3	f	Abl.Pl	Abl	Pl	418	aetātibus	ibus	ibus	ies	i	i	i	i	i	i	i	i
93	aetas:Dat.Sg	3	f	Dat.Sg	Dat	Sg	418	aetātī	ī	i	i	i	i	i	i	i	i	i	i
94	aetas:Acc.Pl	3	f	Acc.Pl	Acc	Pl	418	aetātēs	ēs	ēs	ēs	ēs	ēs	ē	ē	ē	ē	ē	e
95	aetas:Gen.Sg	3	f	Gen.Sg	Gen	Sg	418	aetātis	is	is	is	i	i	i	i	i	i	i	i
96	aetas:Gen.Pl	3	f	Gen.Pl	Gen	Pl	418	aetātum	um	iu	u								
97	aetas:Abl.Sg	3	f	Abl.Sg	Abl	Sg	418	aetāte	e	e	e	e	e	e	e	e	e	e	e
98	aetas:Nom.Pl	3	f	Nom.Pl	Nom	Pl	418	aetātēs	ēs	ēs	s				a	a	a	a	a
99	aetas:Acc.Sg	3	f	Acc.Sg	Acc	Sg	418	aetātem	em	em	em	e	e	e	e	e	e	e	e
100	aetas:Dat.Pl	3	f	Dat.Pl	Dat	Pl	418	aetātibus	ibus	ibs	i						i		e
101	aevum:Nom.Sg	2	n	Nom.Sg	Nom	Sg	91	aevum	um	um	um	um	um	um	um	um	um	um	um
102	aevum:Abl.Pl	2	n	Abl.Pl	Abl	Pl	91	aevīs	īs	īs	i	i	i	i	i	i	i	i	i
103	aevum:Dat.Sg	2	n	Dat.Sg	Dat	Sg	91	aevō	ō			i	i	i	i	i	i	i	i
104	aevum:Acc.Pl	2	n	Acc.Pl	Acc	Pl	91	aeva	a	a	a	a	a	a	a	a	a	a	a
105	aevum:Gen.Sg	2	n	Gen.Sg	Gen	Sg	91	aevī	ī	ī	ī	i	i	i	i	i	i	i	i
106	aevum:Gen.Pl	2	n	Gen.Pl	Gen	Pl	91	aevōrum	ōrum	ōrum	mu								
107	aevum:Abl.Sg	2	n	Abl.Sg	Abl	Sg	91	aevō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
108	aevum:Nom.Pl	2	n	Nom.Pl	Nom	Pl	91	aeva	a	a	a	a	a	a	a	a	a	a	a
109	aevum:Acc.Sg	2	n	Acc.Sg	Acc	Sg	91	aevum	um	um	um	um	um	um	um	um	um	um	um
110	aevum:Dat.Pl	2	n	Dat.Pl	Dat	Pl	91	aevīs	īs								i		
111	affectus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	185	affectus	us	us	u	u	u	u	u	u	u	u	u
112	affectus:Abl.Pl	4	m	Abl.Pl	Abl	Pl	185	affectibus	ibus	ibus	is		i	i	i	i	i	i	i
113	affectus:Dat.Sg	4	m	Dat.Sg	Dat	Sg	185	affectuī	uī	u	us	i	i	i	i	i	i	i	i
114	affectus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	185	affectūs	ūs	us	s			i	i	i	i	i	i
115	affectus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	185	affectūs	ūs	us	is	i	i	i	i	i	i	i	i
116	affectus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	185	affectuum	uum	umu	uu	s	i	i	i	i	i	i	i
117	affectus:Abl.Sg	4	m	Abl.Sg	Abl	Sg	185	affectū	ū	u	u	ō	ō	ō	ō	ō	ō	ō	ō
118	affectus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	185	affectūs	ūs	us	s			i	i	i	i	i	i
119	affectus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	185	affectum	um	um	um	u	u	u	u	u	u	u	um
120	affectus:Dat.Pl	4	m	Dat.Pl	Dat	Pl	185	affectibus	ibus	ubs	is			i	i	i	i	i	i
121	ager:Nom.Sg	2	m	Nom.Sg	Nom	Sg	337	ager		u	u	u	um	um	um	um	um	um	um
122	ager:Abl.Pl	2	m	Abl.Pl	Abl	Pl	337	agrīs	īs	īs	i	i	i	i	i	i	i	i	i
123	ager:Dat.Sg	2	m	Dat.Sg	Dat	Sg	337	agrō	ō	i		i	i	i	i	i	i	i	i
124	ager:Acc.Pl	2	m	Acc.Pl	Acc	Pl	337	agrōs	ōs	s	s								
125	ager:Gen.Sg	2	m	Gen.Sg	Gen	Sg	337	agrī	ī	ī	i	i	i	i	i	i	i	i	i
126	ager:Gen.Pl	2	m	Gen.Pl	Gen	Pl	337	agrōrum	ōrum	ōrum	u				i	i	i	i	i
127	ager:Abl.Sg	2	m	Abl.Sg	Abl	Sg	337	agrō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
128	ager:Nom.Pl	2	m	Nom.Pl	Nom	Pl	337	agrī	ī				a					a	a
129	ager:Acc.Sg	2	m	Acc.Sg	Acc	Sg	337	agrum	um	um	um	um	um	um	um	um	um	um	um
130	ager:Dat.Pl	2	m	Dat.Pl	Dat	Pl	337	agrīs	īs	is					i	i	i	i	i
131	agger:Nom.Sg	3	m	Nom.Sg	Nom	Sg	76	agger											
132	agger:Abl.Pl	3	m	Abl.Pl	Abl	Pl	76	aggeribus	ibus	ibus	i	i	i	i	i	i	i	i	i
133	agger:Dat.Sg	3	m	Dat.Sg	Dat	Sg	76	aggerī	ī	i	i	i	i	i	i	i	i	i	i
134	agger:Acc.Pl	3	m	Acc.Pl	Acc	Pl	76	aggerēs	ēs	ēs	ēs	ēs	ēs	ēs	ē	ē	ē	ē	e
135	agger:Gen.Sg	3	m	Gen.Sg	Gen	Sg	76	aggeris	is	is	i	i	i	i	i	i	i	i	i
136	agger:Gen.Pl	3	m	Gen.Pl	Gen	Pl	76	aggerum	um	umu	u					i	i		
137	agger:Abl.Sg	3	m	Abl.Sg	Abl	Sg	76	aggere	e	e	e	e	e	e	e	e	e	e	e
138	agger:Nom.Pl	3	m	Nom.Pl	Nom	Pl	76	aggerēs	ēs	ēs					a	a	a	a	a
139	agger:Acc.Sg	3	m	Acc.Sg	Acc	Sg	76	aggerem	em	em	em	e	e	e	e	e	e	e	e
140	agger:Dat.Pl	3	m	Dat.Pl	Dat	Pl	76	aggeribus	ibus	ibus	iu				i	i	i	i	i
141	agmen:Nom.Sg	3	n	Nom.Sg	Nom	Sg	360	agmen					m						
142	agmen:Abl.Pl	3	n	Abl.Pl	Abl	Pl	360	agminibus	ibus	ibus	iu	i	i	i	i	i	i	i	i
143	agmen:Dat.Sg	3	n	Dat.Sg	Dat	Sg	360	agminī	ī	is	i	i	i	i	i	i	i	i	i
144	agmen:Acc.Pl	3	n	Acc.Pl	Acc	Pl	360	agmina	a	a	a	a	a	a	a	a	a	a	a
145	agmen:Gen.Sg	3	n	Gen.Sg	Gen	Sg	360	agminis	is	īs	ī	i	i	i	i	i	i	i	i
146	agmen:Gen.Pl	3	n	Gen.Pl	Gen	Pl	360	agminum	um	mu	mu								
147	agmen:Abl.Sg	3	n	Abl.Sg	Abl	Sg	360	agmine	e	e	e	e	e	e	e	i			
148	agmen:Nom.Pl	3	n	Nom.Pl	Nom	Pl	360	agmina	a	a	a	a	a	a	a	a	a	a	a
149	agmen:Acc.Sg	3	n	Acc.Sg	Acc	Sg	360	agmen				m	m	m					
150	agmen:Dat.Pl	3	n	Dat.Pl	Dat	Pl	360	agminibus	ibus	bs									
151	ala:Nom.Sg	1	f	Nom.Sg	Nom	Sg	73	āla	a	a	a	am	am	am	am	am	am	am	am
152	ala:Abl.Pl	1	f	Abl.Pl	Abl	Pl	73	ālīs	īs	ies	i			a	a	a	a	a	a
153	ala:Dat.Sg	1	f	Dat.Sg	Dat	Sg	73	ālae	ae	a	a	a	a	a	a	a	a	a	a
154	ala:Acc.Pl	1	f	Acc.Pl	Acc	Pl	73	ālās	ās	aes	ae	ae	ae	ae	ae	ae	ae	a	a
155	ala:Gen.Sg	1	f	Gen.Sg	Gen	Sg	73	ālae	ae	a	a	a	a	a	a	a	a	a	a
156	ala:Gen.Pl	1	f	Gen.Pl	Gen	Pl	73	ālārum	ārum	amrum	amu	a	a	a	a	a	a	a	a
157	ala:Abl.Sg	1	f	Abl.Sg	Abl	Sg	73	ālā	ā	ā	ā	a	a	a	a	a	a	a	a
158	ala:Nom.Pl	1	f	Nom.Pl	Nom	Pl	73	ālae	ae	a	a	a	a	a	a	a	a	a	a
159	ala:Acc.Sg	1	f	Acc.Sg	Acc	Sg	73	ālam	am	am	am	am	am	am	am	am	am	am	am
160	ala:Dat.Pl	1	f	Dat.Pl	Dat	Pl	73	ālīs	īs	a	a	a	a	a	a	a	a	a	a
161	altum:Nom.Sg	2	n	Nom.Sg	Nom	Sg	96	altum	um	um	um	um	um	um	um	um	um	um	um
162	altum:Abl.Pl	2	n	Abl.Pl	Abl	Pl	96	altīs	īs	īs	i	i	i	i	i	i	i	i	i
163	altum:Dat.Sg	2	n	Dat.Sg	Dat	Sg	96	altō	ō			i	i	i	i	i	i	i	i
164	altum:Acc.Pl	2	n	Acc.Pl	Acc	Pl	96	alta	a	a	a	a	a	a	a	a	a	a	a
165	altum:Gen.Sg	2	n	Gen.Sg	Gen	Sg	96	altī	ī	ī	ī	i	i	i	i	i	i	i	i
166	altum:Gen.Pl	2	n	Gen.Pl	Gen	Pl	96	altōrum	ōrum	ōrum	mu								
167	altum:Abl.Sg	2	n	Abl.Sg	Abl	Sg	96	altō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
168	altum:Nom.Pl	2	n	Nom.Pl	Nom	Pl	96	alta	a	a	a	a	a	a	a	a	a	a	a
169	altum:Acc.Sg	2	n	Acc.Sg	Acc	Sg	96	altum	um	um	um	um	um	um	um	um	um	um	um
170	altum:Dat.Pl	2	n	Dat.Pl	Dat	Pl	96	altīs	īs		u						i		i
171	amica:Nom.Sg	1	f	Nom.Sg	Nom	Sg	564	amīca	a	a	a	am	am	am	am	am	am	am	am
172	amica:Abl.Pl	1	f	Abl.Pl	Abl	Pl	564	amīcīs	īs	ies	i			a	a	a	a	a	a
173	amica:Dat.Sg	1	f	Dat.Sg	Dat	Sg	564	amīcae	ae		a	a	a	a	a	a	a	a	a
174	amica:Acc.Pl	1	f	Acc.Pl	Acc	Pl	564	amīcās	ās	aes	ae	ae	ae	ae	ae	ae	ae	a	a
175	amica:Gen.Sg	1	f	Gen.Sg	Gen	Sg	564	amīcae	ae	a	a	a	a	a	a	a	a	a	a
176	amica:Gen.Pl	1	f	Gen.Pl	Gen	Pl	564	amīcārum	ārum	amrum	amu	a	a	a	a	a	a	a	a
177	amica:Abl.Sg	1	f	Abl.Sg	Abl	Sg	564	amīcā	ā	ā	ā	a	a	a	a	a	a	a	a
178	amica:Nom.Pl	1	f	Nom.Pl	Nom	Pl	564	amīcae	ae	a	a	a	a	a	a	a	a	a	a
179	amica:Acc.Sg	1	f	Acc.Sg	Acc	Sg	564	amīcam	am	am	am	am	am	am	am	am	am	am	am
180	amica:Dat.Pl	1	f	Dat.Pl	Dat	Pl	564	amīcīs	īs	a	a	a	a	a	a	a	a	a	a
181	amicus:Nom.Sg	2	m	Nom.Sg	Nom	Sg	564	amīcus	us	u	u	u	um	um	um	um	um	um	um
182	amicus:Abl.Pl	2	m	Abl.Pl	Abl	Pl	564	amīcīs	īs	īs	is	i	i	i	i	i	i	i	i
183	amicus:Dat.Sg	2	m	Dat.Sg	Dat	Sg	564	amīcō	ō		u	i	i	i	i	i	i	i	i
184	amicus:Acc.Pl	2	m	Acc.Pl	Acc	Pl	564	amīcōs	ōs	s	s							a	
185	amicus:Gen.Sg	2	m	Gen.Sg	Gen	Sg	564	amīcī	ī	i	i	i	i	i	i	i	i	i	i
186	amicus:Gen.Pl	2	m	Gen.Pl	Gen	Pl	564	amīcōrum	ōrum	ōrum	u				i	i	i	i	
187	amicus:Abl.Sg	2	m	Abl.Sg	Abl	Sg	564	amīcō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
188	amicus:Nom.Pl	2	m	Nom.Pl	Nom	Pl	564	amīcī	ī		s						a	a	a
189	amicus:Acc.Sg	2	m	Acc.Sg	Acc	Sg	564	amīcum	um	um	um	um	um	um	um	um	um	um	um
190	amicus:Dat.Pl	2	m	Dat.Pl	Dat	Pl	564	amīcīs	īs	is					i	i	i	i	i
191	amnis:Nom.Sg	3	m	Nom.Sg	Nom	Sg	244	amnis	is										
192	amnis:Abl.Pl	3	m	Abl.Pl	Abl	Pl	244	amnibus	ibus	ibus	i	i	i	i	i	i	i	i	i
193	amnis:Dat.Sg	3	m	Dat.Sg	Dat	Sg	244	amnī	ī	i	i	i	i	i	i	i	i	i	i
194	amnis:Acc.Pl	3	m	Acc.Pl	Acc	Pl	244	amnēs	ēs	ēs	ēs	ēs	ēs	ēs	ē	ē	ē	ē	e
195	amnis:Gen.Sg	3	m	Gen.Sg	Gen	Sg	244	amnis	is	is	i	i	i	i	i	i	i	i	i
196	amnis:Gen.Pl	3	m	Gen.Pl	Gen	Pl	244	amnium	ium	umu	u						i		
197	amnis:Abl.Sg	3	m	Abl.Sg	Abl	Sg	244	amne	e	e	e	e	e	e	e	e	e	e	e
198	amnis:Nom.Pl	3	m	Nom.Pl	Nom	Pl	244	amnēs	ēs	ēs	s				a	a	a	a	a
199	amnis:Acc.Sg	3	m	Acc.Sg	Acc	Sg	244	amnem	em	em	em	e	e	e	e	e	e	e	e
200	amnis:Dat.Pl	3	m	Dat.Pl	Dat	Pl	244	amnibus	ibus	ibs	iu				i	i	i	i	i
201	amor:Nom.Sg	3	m	Nom.Sg	Nom	Sg	539	amor											
202	amor:Abl.Pl	3	m	Abl.Pl	Abl	Pl	539	amōribus	ibus	ibus	i	i	i	i	i	i	i	i	i
203	amor:Dat.Sg	3	m	Dat.Sg	Dat	Sg	539	amōrī	ī	i	i	i	i	i	i	i	i	i	i
204	amor:Acc.Pl	3	m	Acc.Pl	Acc	Pl	539	amōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ē	ē	ē	ē	e
205	amor:Gen.Sg	3	m	Gen.Sg	Gen	Sg	539	amōris	is	is	i	i	i	i	i	i	i	i	i
206	amor:Gen.Pl	3	m	Gen.Pl	Gen	Pl	539	amōrum	um	umu	u					i	i		
207	amor:Abl.Sg	3	m	Abl.Sg	Abl	Sg	539	amōre	e	e	e	e	e	e	e	e	e	e	e
208	amor:Nom.Pl	3	m	Nom.Pl	Nom	Pl	539	amōrēs	ēs	ēs	s				a	a	a	a	a
209	amor:Acc.Sg	3	m	Acc.Sg	Acc	Sg	539	amōrem	em	em	em	e	e	e	e	e	e	e	e
210	amor:Dat.Pl	3	m	Dat.Pl	Dat	Pl	539	amōribus	ibus	ibs	iu				i	i	i	i	i
211	anima:Nom.Sg	1	f	Nom.Sg	Nom	Sg	182	anima	a	a	a	am	am	am	am	am	am	am	am
212	anima:Abl.Pl	1	f	Abl.Pl	Abl	Pl	182	animīs	īs	ies	i			a	a	a	a	a	a
213	anima:Dat.Sg	1	f	Dat.Sg	Dat	Sg	182	animae	ae		a	a	a	a	a	a	a	a	a
214	anima:Acc.Pl	1	f	Acc.Pl	Acc	Pl	182	animās	ās	aes	ae	ae	ae	ae	ae	ae	ae	a	a
215	anima:Gen.Sg	1	f	Gen.Sg	Gen	Sg	182	animae	ae	a	a	a	a	a	a	a	a	a	a
216	anima:Gen.Pl	1	f	Gen.Pl	Gen	Pl	182	animārum	ārum	amrum	amu	a	a	a	a	a	a	a	a
217	anima:Abl.Sg	1	f	Abl.Sg	Abl	Sg	182	animā	ā	ā	ā	a	a	a	a	a	a	a	a
218	anima:Nom.Pl	1	f	Nom.Pl	Nom	Pl	182	animae	ae	a	a	a	a	a	a	a	a	a	a
219	anima:Acc.Sg	1	f	Acc.Sg	Acc	Sg	182	animam	am	am	am	am	am	am	am	am	am	am	am
220	anima:Dat.Pl	1	f	Dat.Pl	Dat	Pl	182	animīs	īs	a	a	a	a	a	a	a	a	a	a
221	animal:Nom.Sg	3	n	Nom.Sg	Nom	Sg	307	animal				m	m						
222	animal:Abl.Pl	3	n	Abl.Pl	Abl	Pl	307	animālibus	ibus	ibus	iu	i	i	i	i	i	i	i	i
223	animal:Dat.Sg	3	n	Dat.Sg	Dat	Sg	307	animālī	ī	is	i	i	i	i	i	i	i	i	i
224	animal:Acc.Pl	3	n	Acc.Pl	Acc	Pl	307	animālia	ia	a	a	a	a	a	a	a	a	a	a
225	animal:Gen.Sg	3	n	Gen.Sg	Gen	Sg	307	animālis	is	īs	ī	i	i	i	i	i	i	i	i
226	animal:Gen.Pl	3	n	Gen.Pl	Gen	Pl	307	animālium	ium	mu	mu								
