Form	Root	Suffix	Case	Gender	Declension
stēllārum	stēllār	um	genpl	f	1
stēllam	stēll	am	accsg	f	1
stēllās	stēll	ās	accpl	f	1
stomachus	stomach	us	nomsg	m	2
stomachī	stomach	ī	nompl	m	2
stomachī	stomach	ī	gensg	m	2
stomachōrum	stomach	ōrum	genpl	m	2
stomachum	stomach	um	accsg	m	2
stomachōs	stomach	ōs	accpl	m	2
substantia	substanti	a	nomsg	f	1
substantiae	substanti	ae	nompl	f	1
substantiae	substanti	ae	gensg	f	1
substantiārum	substanti	ārum	genpl	f	1
substantiam	substanti	am	accsg	f	1
substantiās	substanti	ās	accpl	f	1
sūbula	sūbul	a	nomsg	f	1
sūbulae	sūbul	ae	nompl	f	1
sūbulae	sūbul	ae	gensg	f	1
sūbulārum	sūbul	ārum	genpl	f	1
sūbulam	sūbul	am	accsg	f	1
sūbulās	sūbul	ās	accpl	f	1
sūcus	sūc	us	nomsg	m	2
sūcī	sūc	ī	nompl	m	2
sūcī	sūc	ī	gensg	m	2
sūcōrum	sūc	ōrum	genpl	m	2
sūcum	sūc	um	accsg	m	2
sūcōs	sūc	ōs	accpl	m	2
sūdor	sūd	or	nomsg	m	3
sūdōrēs	sūdōr	ēs	nompl	m	3
sūdōris	sūdōr	is	gensg	m	3
sūdōrum	sūdōr	um	genpl	m	3
sūdōrem	sūdōr	em	accsg	m	3
sūdōrēs	sūdōr	ēs	accpl	m	3
summa	summ	a	nomsg	f	1
summae	summ	ae	nompl	f	1
summae	summ	ae	gensg	f	1
summārum	summ	ārum	genpl	f	1
summam	summ	am	accsg	f	1
summās	summ	ās	accpl	f	1
sycomorus	sycomor	us	nomsg	m	2
sycomorī	sycomor	ī	nompl	m	2
sycomorī	sycomor	ī	gensg	m	2
sycomorōrum	sycomor	ōrum	genpl	m	2
sycomorum	sycomor	um	accsg	m	2
sycomorōs	sycomor	ōs	accpl	m	2
talenta	talent	a	nompl	n	2
talentōrum	talent	ōrum	genpl	n	2
talenta	talent	a	accpl	n	2
tēctum	tēct	um	nomsg	n	2
tēcta	tēct	a	nompl	n	2
tēctī	tēct	ī	gensg	n	2
tēctōrum	tēctōr	um	genpl	n	2
tēctum	tēct	um	accsg	n	2
tēcta	tēct	a	accpl	n	2
templum	templ	um	nomsg	n	2
templa	templ	a	nompl	n	2
templī	templ	ī	gensg	n	2
templōrum	templ	ōrum	genpl	n	2
templum	templ	um	accsg	n	2
templa	templ	a	accpl	n	2
temptatiō	temptatiō	NULL	nomsg	f	3
temptatiōnēs	temptatiōn	ēs	nompl	f	3
temptatiōnis	temptatiōn	is	gensg	f	3
temptatiōnum	temptatiōn	um	genpl	f	3
temptatiōnem	temptatiōn	em	accsg	f	3
temptatiōnēs	temptatiōn	ēs	accpl	f	3
tempus	tempus	NULL	nomsg	n	3
tempora	tempor	a	nompl	n	3
temporis	tempor	is	gensg	n	3
temporum	tempor	um	genpl	n	3
tempus	tempus	NULL	accsg	n	3
tempora	tempor	a	accpl	n	3
tenebrae	tenebr	ae	nompl	f	1
tenebrārum	tenebr	ārum	genpl	f	1
tenebrās	tenebr	ās	accpl	f	1
tergum	terg	um	nomsg	n	2
terga	terg	a	nompl	n	2
tergī	terg	ī	gensg	n	2
tergōrum	tergōr	um	genpl	n	2
tergum	terg	um	accsg	n	2
terga	terg	a	accpl	n	2
terminus	termin	us	nomsg	m	2
terminī	termin	ī	nompl	m	2
terminī	termin	ī	gensg	m	2
terminōrum	termin	ōrum	genpl	m	2
terminum	termin	um	accsg	m	2
terminōs	termin	ōs	accpl	m	2
terra	terr	a	nomsg	f	1
terrae	terr	ae	nompl	f	1
terrae	terr	ae	gensg	f	1
terrārum	terr	ārum	genpl	f	1
terram	terr	am	accsg	f	1
terrās	terr	ās	accpl	f	1
testa	test	a	nomsg	f	1
testae	test	ae	nompl	f	1
testae	test	ae	gensg	f	1
testārum	test	ārum	genpl	f	1
testam	test	am	accsg	f	1
testās	test	ās	accpl	f	1
thronus	thron	us	nomsg	m	2
thronī	thron	ī	nompl	m	2
thronī	thron	ī	gensg	m	2
thronōrum	thron	ōrum	genpl	m	2
thronum	thron	um	accsg	m	2
thronōs	thron	ōs	accpl	m	2
tilia	tili	a	nomsg	f	1
tiliae	tili	ae	nompl	f	1
tiliae	tili	ae	gensg	f	1
tiliārum	tiliār	um	genpl	f	1
tiliam	tili	am	accsg	f	1
tiliās	tili	ās	accpl	f	1
tinctus	tinct	us	nomsg	m	2
tinctī	tinct	ī	nompl	m	2
tinctī	tinct	ī	gensg	m	2
tinctōrum	tinctōr	um	genpl	m	2
tinctum	tinct	um	accsg	m	2
tinctōs	tinct	ōs	accpl	m	2
tonitrus	tonitr	us	nomsg	m	4
tonitrūs	tonitr	ūs	nompl	m	4
tonitrūs	tonitr	ūs	gensg	m	4
tonitruum	tonitru	um	genpl	m	4
tonitrum	tonitr	um	accsg	m	4
tonitrūs	tonitr	ūs	accpl	m	4
torrēns	torr	ēns	nomsg	f	3
torrentēs	torr	ent-ēs	nompl	f	3
torrentis	torr	ent-is	gensg	f	3
torrentium	torr	ent-ium	genpl	f	3
torrentim	torr	ent-im	accsg	f	3
torrentīs	torr	ent-īs	accpl	f	3
torta	tort	a	nomsg	f	1
tortai	tort	ai	nompl	f	1
tortai	tort	ai	gensg	f	1
tortārum	tort	ārum	genpl	f	1
tortam	tort	am	accsg	f	1
tortās	tort	ās	accpl	f	1
trabs	trabs	NULL	nomsg	f	3
trabēs	trab	ēs	nompl	f	3
trabis	trab	is	gensg	f	3
trabum	trab	um	genpl	f	3
trabem	trab	em	accsg	f	3
trabēs	trab	ēs	accpl	f	3
tribūnus	tribūn	us	nomsg	mh	2
tribūnī	tribūn	ī	nompl	mh	2
tribūnī	tribūn	ī	gensg	mh	2
tribūnōrum	tribūn	ōrum	genpl	mh	2
tribūnum	tribūn	um	accsg	mh	2
tribūnōs	tribūn	ōs	accpl	mh	2
tribus	trib	us	nomsg	f	4
tribūs	trib	ūs	nompl	f	4
tribūs	trib	ūs	gensg	f	4
tribuum	trib	uum	genpl	f	4
tribum	trib	um	accsg	f	4
tribūs	trib	ūs	accpl	f	4
truncus	trunc	us	nomsg	m	2
truncī	trunc	ī	nompl	m	2
truncī	trunc	ī	gensg	m	2
truncōrum	trunc	ōrum	genpl	m	2
truncum	trunc	um	accsg	m	2
truncōs	trunc	ōs	accpl	m	2
tuba	tub	a	nomsg	f	1
tubae	tub	ae	nompl	f	1
tubae	tub	ae	gensg	f	1
tubārum	tub	ārum	genpl	f	1
tubam	tub	am	accsg	f	1
tubās	tub	ās	accpl	f	1
turba	turb	a	nomsg	f	1
turbae	turb	ae	nompl	f	1
turbae	turb	ae	gensg	f	1
turbārum	turb	ārum	genpl	f	1
turbam	turb	am	accsg	f	1
turbās	turb	ās	accpl	f	1
turma	turm	a	nomsg	f	1
turmae	turm	ae	nompl	f	1
turmae	turm	ae	gensg	f	1
turmārum	turm	ārum	genpl	f	1
turmam	turm	am	accsg	f	1
turmās	turm	ās	accpl	f	1
turris	turr	is	nomsg	f	3
turrēs	turr	ēs	nompl	f	3
turris	turr	is	gensg	f	3
turrium	turr	ium	genpl	f	3
turrim	turr	im	accsg	f	3
turrīs	turr	īs	accpl	f	3
turtur	turtur	NULL	nomsg	m	3
turturēs	turtur	ēs	nompl	m	3
turturis	turtur	is	gensg	m	3
turturum	turtur	um	genpl	m	3
turturem	turtur	em	accsg	m	3
turturēs	turtur	ēs	accpl	m	3
tussis	tuss	is	nomsg	f	3
tussēs	tuss	ēs	nompl	f	3
tussis	tuss	is	gensg	f	3
tussium	tuss	ium	genpl	f	3
tussim	tuss	im	accsg	f	3
tussīs	tuss	īs	accpl	f	3
tūtēla	tūtēl	a	nomsg	f	1
tūtēlae	tūtēl	ae	nompl	f	1
tūtēlae	tūtēl	ae	gensg	f	1
tūtēlārum	tūtēlār	um	genpl	f	1
tūtēlam	tūtēl	am	accsg	f	1
tūtēlās	tūtēl	ās	accpl	f	1
tyrannus	tyrann	us	nomsg	mh	2
tyrannī	tyrann	ī	nompl	mh	2
tyrannī	tyrann	ī	gensg	mh	2
tyrannōrum	tyrann	ōrum	genpl	mh	2
tyrannum	tyrann	um	accsg	mh	2
tyrannōs	tyrann	ōs	accpl	mh	2
umbra	umbr	a	nomsg	f	1
umbrae	umbr	ae	nompl	f	1
umbrae	umbr	ae	gensg	f	1
umbrārum	umbr	ārum	genpl	f	1
umbram	umbr	am	accsg	f	1
umbrās	umbr	ās	accpl	f	1
umerus	umer	us	nomsg	m	2
umerī	umer	ī	nompl	m	2
umerī	umer	ī	gensg	m	2
umerōrum	umer	ōrum	genpl	m	2
umerum	umer	um	accsg	m	2
umerōs	umer	ōs	accpl	m	2
unctus	unct	us	nomsg	mh	2
unctī	unct	ī	nompl	mh	2
unctī	unct	ī	gensg	mh	2
unctōrum	unct	ōrum	genpl	mh	2
unctum	unct	um	accsg	mh	2
unctōs	unct	ōs	accpl	mh	2
unguis	ungu	is	nomsg	m	3
unguēs	ungu	ēs	nompl	m	3
unguis	ungu	is	gensg	m	3
unguium	ungu	ium	genpl	m	3
unguem	ungu	em	accsg	m	3
unguēs	ungu	ēs	accpl	m	3
ungula	ungul	a	nomsg	f	1
ungulae	ungul	ae	nompl	f	1
ungulae	ungul	ae	gensg	f	1
ungulārum	ungul	ārum	genpl	f	1
ungulam	ungul	am	accsg	f	1
ungulās	ungul	ās	accpl	f	1
ūniversum	ūnivers	um	nomsg	n	2
ūniversa	ūnivers	a	nompl	n	2
ūniversī	ūnivers	ī	gensg	n	2
ūniversōrum	ūnivers	ōrum	genpl	n	2
ūniversum	ūnivers	um	accsg	n	2
ūniversa	ūnivers	a	accpl	n	2
urbs	urbs	NULL	nomsg	f	3
urbēs	urb	ēs	nompl	f	3
urbis	urb	is	gensg	f	3
urbium	urb	ium	genpl	f	3
urbem	urb	em	accsg	f	3
urbēs	urb	ēs	accpl	f	3
urceolus	urceol	us	nomsg	m	2
urceoli	urceol	i	nompl	m	2
urceoli	urceol	i	gensg	m	2
urceolōrum	urceol	ōrum	genpl	m	2
urceolum	urceol	um	accsg	m	2
urceolos	urceol	os	accpl	m	2
uterus	uter	us	nomsg	m	2
uterī	uter	ī	nompl	m	2
uterī	uter	ī	gensg	m	2
uterōrum	uter	ōrum	genpl	m	2
uterum	uter	um	accsg	m	2
uterōs	uter	ōs	accpl	m	2
ūva	ūv	a	nomsg	f	1
ūvae	ūv	ae	nompl	f	1
ūvae	ūv	ae	gensg	f	1
ūvārum	ūv	ārum	genpl	f	1
ūvam	ūv	am	accsg	f	1
ūvās	ūv	ās	accpl	f	1
uxor	uxor	NULL	nomsg	fh	3
uxōrēs	uxōr	ēs	nompl	fh	3
uxōris	uxōr	is	gensg	fh	3
uxōrum	uxōr	um	genpl	fh	3
uxōrem	uxōr	em	accsg	fh	3
uxōrēs	uxōr	ēs	accpl	fh	3
vacca	vacc	a	nomsg	f	1
vaccae	vacc	ae	nompl	f	1
vaccae	vacc	ae	gensg	f	1
vaccārum	vacc	ārum	genpl	f	1
vaccam	vacc	am	accsg	f	1
vaccās	vacc	ās	accpl	f	1
vallis	vall	is	nomsg	f	3
vallēs	vall	ēs	nompl	f	3
vallis	vall	is	gensg	f	3
vallium	vall	ium	genpl	f	3
vallem	vall	em	accsg	f	3
vallēs	vall	ēs	accpl	f	3
vās	vās	NULL	nomsg	n	3
vāsa	vās	a	nompl	n	3
vāsis	vās	is	gensg	n	3
vāsum	vās	um	genpl	n	3
vās	vās	NULL	accsg	n	3
vāsa	vās	a	accpl	n	3
vectis	vect	is	nomsg	m	3
vectēs	vect	ēs	nompl	m	3
vectis	vect	is	gensg	m	3
vectium	vect	ium	genpl	m	3
vectem	vect	em	accsg	m	3
vectēs	vect	ēs	accpl	m	3
vector	vector	NULL	nomsg	m	3
vectōrēs	vectōr	ēs	nompl	m	3
vectōris	vectōr	is	gensg	m	3
vectōrum	vectōr	um	genpl	m	3
vectōrem	vectōr	em	accsg	m	3
vectōrēs	vectōr	ēs	accpl	m	3
vēlum	vēl	um	nomsg	n	2
vēla	vēl	a	nompl	n	2
vēlī	vēl	ī	gensg	n	2
vēlōrum	vēl	ōrum	genpl	n	2
vēlum	vēl	um	accsg	n	2
vēla	vēl	a	accpl	n	2
vēna	vēn	a	nomsg	f	1
vēnae	vēn	ae	nompl	f	1
vēnae	vēn	ae	gensg	f	1
vēnārum	vēn	ārum	genpl	f	1
vēnam	vēn	am	accsg	f	1
vēnās	vēn	ās	accpl	f	1
venēnum	venēn	um	nomsg	n	2
venēna	venēn	a	nompl	n	2
venēnī	venēn	ī	gensg	n	2
venēnōrum	venēn	ōrum	genpl	n	2
venēnum	venēn	um	accsg	n	2
venēna	venēn	a	accpl	n	2
venter	venter	NULL	nomsg	m	3
ventrēs	ventr	ēs	nompl	m	3
ventris	ventr	is	gensg	m	3
ventrium	ventr	ium	genpl	m	3
ventrem	ventr	em	accsg	m	3
ventrēs	ventr	ēs	accpl	m	3
ventus	vent	us	nomsg	m	2
ventī	vent	ī	nompl	m	2
ventī	vent	ī	gensg	m	2
ventōrum	vent	ōrum	genpl	m	2
ventum	vent	um	accsg	m	2
ventōs	vent	ōs	accpl	m	2
verbum	verb	um	nomsg	n	2
verba	verb	a	nompl	n	2
verbī	verb	ī	gensg	n	2
verbōrum	verb	ōrum	genpl	n	2
verbum	verb	um	accsg	n	2
verba	verb	a	accpl	n	2
vermis	verm	is	nomsg	m	3
vermēs	verm	ēs	nompl	m	3
vermis	verm	is	gensg	m	3
vermium	verm	ium	genpl	m	3
vermem	verm	em	accsg	m	3
vermēs	verm	ēs	accpl	m	3
verna	vern	a	nomsg	m	1
vernae	vern	ae	nompl	m	1
vernae	vern	ae	gensg	m	1
vernārum	vern	ārum	genpl	m	1
vernam	vern	am	accsg	m	1
vernās	vern	ās	accpl	m	1
versus	vers	us	nomsg	m	4
versūs	vers	ūs	nompl	m	4
versūs	vers	ūs	gensg	m	4
versuum	vers	uum	genpl	m	4
versum	vers	um	accsg	m	4
versūs	vers	ūs	accpl	m	4
vērum	vēr	um	nomsg	n	2
vēra	vēr	a	nompl	n	2
vērī	vēr	ī	gensg	n	2
vērōrum	vēr	ōrum	genpl	n	2
vērum	vēr	um	accsg	n	2
vēra	vēr	a	accpl	n	2
vēsīca	vēsīc	a	nomsg	f	1
vēsīcae	vēsīc	ae	nompl	f	1
vēsīcae	vēsīc	ae	gensg	f	1
vēsīcārum	vēsīc	ārum	genpl	f	1
vēsīcam	vēsīc	am	accsg	f	1
vēsīcās	vēsīc	ās	accpl	f	1
vesper	vesper	NULL	nomsg	m	2
vesperī	vesper	ī	nompl	m	2
vesperī	vesper	ī	gensg	m	2
vesperōrum	vesper	ōrum	genpl	m	2
vesperum	vesper	um	accsg	m	2
vesperōs	vesper	ōs	accpl	m	2
vestīmentum	vestīment	um	nomsg	n	2
vestīmenta	vestīment	a	nompl	n	2
vestīmentī	vestīment	ī	gensg	n	2
vestīmentōrum	vestīment	ōrum	genpl	n	2
vestīmentum	vestīment	um	accsg	n	2
vestīmenta	vestīment	a	accpl	n	2
vestis	vest	is	nomsg	f	3
vestēs	vest	ēs	nompl	f	3
vestis	vest	is	gensg	f	3
vestium	vest	ium	genpl	f	3
vestem	vest	em	accsg	f	3
vestēs	vest	ēs	accpl	f	3
vexillum	vexill	um	nomsg	n	2
vexilla	vexill	a	nompl	n	2
vexillī	vexill	ī	gensg	n	2
vexillōrum	vexill	ōrum	genpl	n	2
vexillum	vexill	um	accsg	n	2
vexilla	vexill	a	accpl	n	2
via	vi	a	nomsg	f	1
viae	vi	ae	nompl	f	1
viae	vi	ae	gensg	f	1
viārum	vi	ārum	genpl	f	1
viam	vi	am	accsg	f	1
viās	vi	ās	accpl	f	1
vīcīnia	vīcīni	a	nomsg	f	1
vīcīniae	vīcīni	ae	nompl	f	1
vīcīniae	vīcīni	ae	gensg	f	1
vīcīniārum	vīcīni	ārum	genpl	f	1
vīcīniam	vīcīni	am	accsg	f	1
vīcīniās	vīcīni	ās	accpl	f	1
vīcīnus	vīcīn	us	nomsg	mh	2
vīcīnī	vīcīn	ī	nompl	mh	2
vīcīnī	vīcīn	ī	gensg	mh	2
vīcīnōrum	vīcīn	ōrum	genpl	mh	2
vīcīnum	vīcīn	um	accsg	mh	2
vīcīnōs	vīcīn	ōs	accpl	mh	2
victor	victor	NULL	nomsg	mh	3
victōrēs	victōr	ēs	nompl	mh	3
victōris	victōr	is	gensg	mh	3
victōrum	victōr	um	genpl	mh	3
victōrem	victōr	em	accsg	mh	3
victōrēs	victōr	ēs	accpl	mh	3
victōria	victōri	a	nomsg	f	1
victōriae	victōri	ae	nompl	f	1
victōriae	victōri	ae	gensg	f	1
victōriārum	victōri	ārum	genpl	f	1
victōriam	victōri	am	accsg	f	1
victōriās	victōri	ās	accpl	f	1
vīlla	vīll	a	nomsg	f	1
vīllae	vīll	ae	nompl	f	1
vīllae	vīll	ae	gensg	f	1
vīllārum	vīllār	um	genpl	f	1
vīllam	vīll	am	accsg	f	1
vīllās	vīll	ās	accpl	f	1
vīnea	vīne	a	nomsg	f	1
vīneae	vīne	ae	nompl	f	1
vīneae	vīne	ae	gensg	f	1
vīneārum	vīne	ārum	genpl	f	1
vīneam	vīne	am	accsg	f	1
vīneās	vīne	ās	accpl	f	1
vīnum	vīn	um	nomsg	n	2
vīna	vīn	a	nompl	n	2
vīnī	vīn	ī	gensg	n	2
vīnōrum	vīn	ōrum	genpl	n	2
vīnum	vīn	um	accsg	n	2
vīna	vīn	a	accpl	n	2
vīpera	vīper	a	nomsg	f	1
vīperae	vīper	ae	nompl	f	1
vīperae	vīper	ae	gensg	f	1
vīperārum	vīper	ārum	genpl	f	1
vīperam	vīper	am	accsg	f	1
vīperās	vīper	ās	accpl	f	1
vir	vir	NULL	nomsg	mh	2
virī	vir	ī	nompl	mh	2
virī	vir	ī	gensg	mh	2
virōrum	virōr	um	genpl	mh	2
virum	vir	um	accsg	mh	2
virōs	vir	ōs	accpl	mh	2
virga	virg	a	nomsg	f	1
virgae	virg	ae	nompl	f	1
virgae	virg	ae	gensg	f	1
virgārum	virg	ārum	genpl	f	1
virgam	virg	am	accsg	f	1
virgās	virg	ās	accpl	f	1
virgō	virgō	NULL	nomsg	fh	3
virginēs	virgin	ēs	nompl	fh	3
virginis	virgin	is	gensg	fh	3
virginum	virgin	um	genpl	fh	3
virginem	virgin	em	accsg	fh	3
virginēs	virgin	ēs	accpl	fh	3
vīs	vīs	NULL	nomsg	f	3
vīrēs	vīr	ēs	nompl	f	3
vīs	vīs	NULL	gensg	f	3
vīrium	vīrium	NULL	genpl	f	3
vim	vim	NULL	accsg	f	3
vīrēs	vīr	ēs	accpl	f	3
vīsiō	vīs	iō	nomsg	f	3
vīsiōnēs	vīsiōn	ēs	nompl	f	3
vīsiōnis	vīsiōn	is	gensg	f	3
vīsiōnum	vīsiōn	um	genpl	f	3
vīsiōnem	vīsiōn	em	accsg	f	3
vīsiōnēs	vīsiōn	ēs	accpl	f	3
vīta	vīt	a	nomsg	f	1
vītae	vīt	ae	nompl	f	1
vītae	vīt	ae	gensg	f	1
vītārum	vīt	ārum	genpl	f	1
vītam	vīt	am	accsg	f	1
vītās	vīt	ās	accpl	f	1
vītis	vīt	is	nomsg	f	3
vītēs	vīt	ēs	nompl	f	3
vītis	vīt	is	gensg	f	3
vītium	vīt	ium	genpl	f	3
vītem	vīt	em	accsg	f	3
vītēs	vīt	ēs	accpl	f	3
voluntās	voluntās	NULL	nomsg	f	3
voluntātēs	voluntāt	ēs	nompl	f	3
voluntātis	voluntāt	is	gensg	f	3
voluntātum	voluntāt	um	genpl	f	3
voluntātem	voluntāt	em	accsg	f	3
voluntātēs	voluntāt	ēs	accpl	f	3
volutus	volut	us	nomsg	m	4
volutus	volut	us	nompl	m	4
volutus	volut	us	gensg	m	4
volutūm	volut	ūm	genpl	m	4
volutum	volut	um	accsg	m	4
volutus	volut	us	accpl	m	4
vota	vot	a	nompl	n	2
votōrum	vot	ōrum	genpl	n	2
vota	vot	a	accpl	n	2
vōx	vōx	NULL	nomsg	f	3
vōcēs	vōc	ēs	nompl	f	3
vōcis	vōc	is	gensg	f	3
vōcum	vōc	um	genpl	f	3
vōcem	vōc	em	accsg	f	3
vōcēs	vōc	ēs	accpl	f	3
vulgus	vulg	us	nomsg	n	2
vulgī	vulg	ī	gensg	n	2
vulgus	vulg	us	accsg	n	2
vulnus	vulnus	NULL	nomsg	n	3
vulnera	vulner	a	nompl	n	3
vulneris	vulner	is	gensg	n	3
vulnerum	vulner	um	genpl	n	3
vulnus	vulnus	NULL	accsg	n	3
vulnera	vulner	a	accpl	n	3
vulpēs	vulp	ēs	nomsg	f	3
vulpēs	vulp	ēs	nompl	f	3
vulpis	vulp	is	gensg	f	3
vulpium	vulp	ium	genpl	f	3
vulpem	vulp	em	accsg	f	3
vulpēs	vulp	ēs	accpl	f	3
vultus	vult	us	nomsg	m	4
vultūs	vult	ūs	nompl	m	4
vultūs	vult	ūs	gensg	m	4
vultuum	vult	uum	genpl	m	4
vultum	vult	um	accsg	m	4
vultūs	vult	ūs	accpl	m	4
vulva	vulv	a	nomsg	f	1
vulvae	vulv	ae	nompl	f	1
vulvae	vulv	ae	gensg	f	1
vulvārum	vulv	ārum	genpl	f	1
vulvam	vulv	am	accsg	f	1
vulvās	vulv	ās	accpl	f	1
zōna	zōn	a	nomsg	f	1
zōnae	zōn	ae	nompl	f	1
zōnae	zōn	ae	gensg	f	1
zōnārum	zōn	ārum	genpl	f	1
zōnam	zōn	am	accsg	f	1
zōnās	zōn	ās	accpl	f	1
