Form	Root	Suffix	Case	Gender	Declension	Parent	English	Total	Prose	Poetry
praetōris	praetōr	is	Gen.Sg	mh	3	praetor	leader, head, chief, president	148	131	17
praetōrum	praetōr	um	Gen.Pl	mh	3	praetor	leader, head, chief, president	148	131	17
praetōrī	praetōr	ī	Dat.Sg	mh	3	praetor	leader, head, chief, president	148	131	17
praetōribus	praetōr	ibus	Dat.Pl	mh	3	praetor	leader, head, chief, president	148	131	17
praetōrem	praetōr	em	Acc.Sg	mh	3	praetor	leader, head, chief, president	148	131	17
praetōrēs	praetōr	ēs	Acc.Pl	mh	3	praetor	leader, head, chief, president	148	131	17
praetōre	praetōr	e	Abl.Sg	mh	3	praetor	leader, head, chief, president	148	131	17
praetōribus	praetōr	ibus	Abl.Pl	mh	3	praetor	leader, head, chief, president	148	131	17
praetōr	praetōr	NULL	Voc.Sg	mh	3	praetor	leader, head, chief, president	148	131	17
praetōrēs	praetōr	ēs	Voc.Pl	mh	3	praetor	leader, head, chief, president	148	131	17
habitus	habit	us	Nom.Sg	m	4	habitus	habit, disposition	148	126	22
habitūs	habit	ūs	Nom.Pl	m	4	habitus	habit, disposition	148	126	22
habitūs	habit	ūs	Gen.Sg	m	4	habitus	habit, disposition	148	126	22
habituum	habit	uum	Gen.Pl	m	4	habitus	habit, disposition	148	126	22
habituī	habit	uī	Dat.Sg	m	4	habitus	habit, disposition	148	126	22
habitibus	habit	ibus	Dat.Pl	m	4	habitus	habit, disposition	148	126	22
habitum	habit	um	Acc.Sg	m	4	habitus	habit, disposition	148	126	22
habitūs	habit	ūs	Acc.Pl	m	4	habitus	habit, disposition	148	126	22
habitū	habit	ū	Abl.Sg	m	4	habitus	habit, disposition	148	126	22
habitibus	habit	ibus	Abl.Pl	m	4	habitus	habit, disposition	148	126	22
habitus	habit	us	Voc.Sg	m	4	habitus	habit, disposition	148	126	22
habitūs	habit	ūs	Voc.Pl	m	4	habitus	habit, disposition	148	126	22
arx	arx	NULL	Nom.Sg	f	3	arx	citadel, stronghold, fortress	147	67	80
arcēs	arc	ēs	Nom.Pl	f	3	arx	citadel, stronghold, fortress	147	67	80
arcis	arc	is	Gen.Sg	f	3	arx	citadel, stronghold, fortress	147	67	80
arcium	arci	um	Gen.Pl	f	3	arx	citadel, stronghold, fortress	147	67	80
arcī	arc	ī	Dat.Sg	f	3	arx	citadel, stronghold, fortress	147	67	80
arcibus	arc	ibus	Dat.Pl	f	3	arx	citadel, stronghold, fortress	147	67	80
arcem	arc	em	Acc.Sg	f	3	arx	citadel, stronghold, fortress	147	67	80
arcēs	arc	ēs	Acc.Pl	f	3	arx	citadel, stronghold, fortress	147	67	80
arce	arc	e	Abl.Sg	f	3	arx	citadel, stronghold, fortress	147	67	80
arcibus	arc	ibus	Abl.Pl	f	3	arx	citadel, stronghold, fortress	147	67	80
arx	arx	NULL	Voc.Sg	f	3	arx	citadel, stronghold, fortress	147	67	80
arcēs	arc	ēs	Voc.Pl	f	3	arx	citadel, stronghold, fortress	147	67	80
fax	fax	NULL	Nom.Sg	f	3	fax	torch, firebrand	147	31	116
facēs	fac	ēs	Nom.Pl	f	3	fax	torch, firebrand	147	31	116
facis	fac	is	Gen.Sg	f	3	fax	torch, firebrand	147	31	116
facum	fac	um	Gen.Pl	f	3	fax	torch, firebrand	147	31	116
facī	fac	ī	Dat.Sg	f	3	fax	torch, firebrand	147	31	116
facibus	fac	ibus	Dat.Pl	f	3	fax	torch, firebrand	147	31	116
facem	fac	em	Acc.Sg	f	3	fax	torch, firebrand	147	31	116
facēs	fac	ēs	Acc.Pl	f	3	fax	torch, firebrand	147	31	116
face	fac	e	Abl.Sg	f	3	fax	torch, firebrand	147	31	116
facibus	fac	ibus	Abl.Pl	f	3	fax	torch, firebrand	147	31	116
fax	fax	NULL	Voc.Sg	f	3	fax	torch, firebrand	147	31	116
facēs	fac	ēs	Voc.Pl	f	3	fax	torch, firebrand	147	31	116
exitus	exit	us	Nom.Sg	m	4	exitus	departure, going out	146	121	25
exitūs	exit	ūs	Nom.Pl	m	4	exitus	departure, going out	146	121	25
exitūs	exit	ūs	Gen.Sg	m	4	exitus	departure, going out	146	121	25
exituum	exit	uum	Gen.Pl	m	4	exitus	departure, going out	146	121	25
exituī	exit	uī	Dat.Sg	m	4	exitus	departure, going out	146	121	25
exitibus	exit	ibus	Dat.Pl	m	4	exitus	departure, going out	146	121	25
exitum	exit	um	Acc.Sg	m	4	exitus	departure, going out	146	121	25
exitūs	exit	ūs	Acc.Pl	m	4	exitus	departure, going out	146	121	25
exitū	exit	ū	Abl.Sg	m	4	exitus	departure, going out	146	121	25
exitibus	exit	ibus	Abl.Pl	m	4	exitus	departure, going out	146	121	25
exitus	exit	us	Voc.Sg	m	4	exitus	departure, going out	146	121	25
exitūs	exit	ūs	Voc.Pl	m	4	exitus	departure, going out	146	121	25
onus	onus	NULL	Nom.Sg	n	3	onus	burden, load	146	119	27
onera	oner	a	Nom.Pl	n	3	onus	burden, load	146	119	27
oneris	oner	is	Gen.Sg	n	3	onus	burden, load	146	119	27
onerum	oner	um	Gen.Pl	n	3	onus	burden, load	146	119	27
onerī	oner	ī	Dat.Sg	n	3	onus	burden, load	146	119	27
oneribus	oner	ibus	Dat.Pl	n	3	onus	burden, load	146	119	27
onus	onus	NULL	Acc.Sg	n	3	onus	burden, load	146	119	27
onera	oner	a	Acc.Pl	n	3	onus	burden, load	146	119	27
onere	oner	e	Abl.Sg	n	3	onus	burden, load	146	119	27
oneribus	oner	ibus	Abl.Pl	n	3	onus	burden, load	146	119	27
onus	onus	NULL	Voc.Sg	n	3	onus	burden, load	146	119	27
onera	oner	a	Voc.Pl	n	3	onus	burden, load	146	119	27
porta	port	a	Nom.Sg	f	1	porta	gate, entrance	146	97	49
portae	port	ae	Nom.Pl	f	1	porta	gate, entrance	146	97	49
portae	port	ae	Gen.Sg	f	1	porta	gate, entrance	146	97	49
portārum	port	ārum	Gen.Pl	f	1	porta	gate, entrance	146	97	49
portae	port	ae	Dat.Sg	f	1	porta	gate, entrance	146	97	49
portīs	port	īs	Dat.Pl	f	1	porta	gate, entrance	146	97	49
portam	port	am	Acc.Sg	f	1	porta	gate, entrance	146	97	49
portās	port	ās	Acc.Pl	f	1	porta	gate, entrance	146	97	49
portā	port	ā	Abl.Sg	f	1	porta	gate, entrance	146	97	49
portīs	port	īs	Abl.Pl	f	1	porta	gate, entrance	146	97	49
porta	port	a	Voc.Sg	f	1	porta	gate, entrance	146	97	49
portae	port	ae	Voc.Pl	f	1	porta	gate, entrance	146	97	49
marītus	marīt	us	Nom.Sg	m	2	maritus	husband	146	70	76
marītī	marīt	ī	Nom.Pl	m	2	maritus	husband	146	70	76
marītī	marīt	ī	Gen.Sg	m	2	maritus	husband	146	70	76
marītōrum	marīt	ōrum	Gen.Pl	m	2	maritus	husband	146	70	76
marītō	marīt	ō	Dat.Sg	m	2	maritus	husband	146	70	76
marītīs	marīt	īs	Dat.Pl	m	2	maritus	husband	146	70	76
marītum	marīt	um	Acc.Sg	m	2	maritus	husband	146	70	76
marītōs	marīt	ōs	Acc.Pl	m	2	maritus	husband	146	70	76
marītō	marīt	ō	Abl.Sg	m	2	maritus	husband	146	70	76
marītīs	marīt	īs	Abl.Pl	m	2	maritus	husband	146	70	76
marīte	marīt	e	Voc.Sg	m	2	maritus	husband	146	70	76
marītī	marīt	ī	Voc.Pl	m	2	maritus	husband	146	70	76
cultus	cult	us	Nom.Sg	m	4	cultus	tilling, cultivating, cult	145	115	30
cultūs	cult	ūs	Nom.Pl	m	4	cultus	tilling, cultivating, cult	145	115	30
cultūs	cult	ūs	Gen.Sg	m	4	cultus	tilling, cultivating, cult	145	115	30
cultuum	cult	uum	Gen.Pl	m	4	cultus	tilling, cultivating, cult	145	115	30
cultuī	cult	uī	Dat.Sg	m	4	cultus	tilling, cultivating, cult	145	115	30
cultibus	cult	ibus	Dat.Pl	m	4	cultus	tilling, cultivating, cult	145	115	30
cultum	cult	um	Acc.Sg	m	4	cultus	tilling, cultivating, cult	145	115	30
cultūs	cult	ūs	Acc.Pl	m	4	cultus	tilling, cultivating, cult	145	115	30
cultū	cult	ū	Abl.Sg	m	4	cultus	tilling, cultivating, cult	145	115	30
cultibus	cult	ibus	Abl.Pl	m	4	cultus	tilling, cultivating, cult	145	115	30
cultus	cult	us	Voc.Sg	m	4	cultus	tilling, cultivating, cult	145	115	30
cultūs	cult	ūs	Voc.Pl	m	4	cultus	tilling, cultivating, cult	145	115	30
paupertās	paupertās	NULL	Nom.Sg	f	3	paupertas	poverty	144	133	11
paupertātēs	paupertāt	ēs	Nom.Pl	f	3	paupertas	poverty	144	133	11
paupertātis	paupertāt	is	Gen.Sg	f	3	paupertas	poverty	144	133	11
paupertātum	paupertāt	um	Gen.Pl	f	3	paupertas	poverty	144	133	11
paupertātī	paupertāt	ī	Dat.Sg	f	3	paupertas	poverty	144	133	11
paupertātibus	paupertāt	ibus	Dat.Pl	f	3	paupertas	poverty	144	133	11
paupertātem	paupertāt	em	Acc.Sg	f	3	paupertas	poverty	144	133	11
paupertātēs	paupertāt	ēs	Acc.Pl	f	3	paupertas	poverty	144	133	11
paupertāte	paupertāt	e	Abl.Sg	f	3	paupertas	poverty	144	133	11
paupertātibus	paupertāt	ibus	Abl.Pl	f	3	paupertas	poverty	144	133	11
paupertās	paupertās	NULL	Voc.Sg	f	3	paupertas	poverty	144	133	11
paupertātēs	paupertāt	ēs	Voc.Pl	f	3	paupertas	poverty	144	133	11
testis	test	is	Nom.Sg	mh, fh	3	testis	witness	142	86	56
testēs	test	ēs	Nom.Pl	mh, fh	3	testis	witness	142	86	56
testis	test	is	Gen.Sg	mh, fh	3	testis	witness	142	86	56
testium	test	ium	Gen.Pl	mh, fh	3	testis	witness	142	86	56
testī	test	ī	Dat.Sg	mh, fh	3	testis	witness	142	86	56
testibus	test	ibus	Dat.Pl	mh, fh	3	testis	witness	142	86	56
testem	test	em	Acc.Sg	mh, fh	3	testis	witness	142	86	56
testēs	test	ēs	Acc.Pl	mh, fh	3	testis	witness	142	86	56
teste	test	e	Abl.Sg	mh, fh	3	testis	witness	142	86	56
testibus	test	ibus	Abl.Pl	mh, fh	3	testis	witness	142	86	56
testis	test	is	Voc.Sg	mh, fh	3	testis	witness	142	86	56
testēs	test	ēs	Voc.Pl	mh, fh	3	testis	witness	142	86	56
aes	aes	NULL	Nom.Sg	n	3	aes	money, pay, copper	141	86	55
aera	aer	a	Nom.Pl	n	3	aes	money, pay, copper	141	86	55
aeris	aer	is	Gen.Sg	n	3	aes	money, pay, copper	141	86	55
aerum	aer	um	Gen.Pl	n	3	aes	money, pay, copper	141	86	55
aerī	aer	ī	Dat.Sg	n	3	aes	money, pay, copper	141	86	55
aeribus	aer	ibus	Dat.Pl	n	3	aes	money, pay, copper	141	86	55
aes	aes	NULL	Acc.Sg	n	3	aes	money, pay, copper	141	86	55
aera	aer	a	Acc.Pl	n	3	aes	money, pay, copper	141	86	55
aere	aer	e	Abl.Sg	n	3	aes	money, pay, copper	141	86	55
aeribus	aer	ibus	Abl.Pl	n	3	aes	money, pay, copper	141	86	55
aes	aes	NULL	Voc.Sg	n	3	aes	money, pay, copper	141	86	55
aera	aer	a	Voc.Pl	n	3	aes	money, pay, copper	141	86	55
saeculum	saecul	um	Nom.Sg	n	2	saeculum	race, breed, generation, century	139	91	48
saecula	saecul	a	Nom.Pl	n	2	saeculum	race, breed, generation, century	139	91	48
saeculī	saecul	ī	Gen.Sg	n	2	saeculum	race, breed, generation, century	139	91	48
saeculōrum	saecul	ōrum	Gen.Pl	n	2	saeculum	race, breed, generation, century	139	91	48
saeculō	saecul	ō	Dat.Sg	n	2	saeculum	race, breed, generation, century	139	91	48
saeculīs	saecul	īs	Dat.Pl	n	2	saeculum	race, breed, generation, century	139	91	48
saeculum	saecul	um	Acc.Sg	n	2	saeculum	race, breed, generation, century	139	91	48
saecula	saecul	a	Acc.Pl	n	2	saeculum	race, breed, generation, century	139	91	48
saeculō	saecul	ō	Abl.Sg	n	2	saeculum	race, breed, generation, century	139	91	48
saeculīs	saecul	īs	Abl.Pl	n	2	saeculum	race, breed, generation, century	139	91	48
saeculum	saecul	um	Voc.Sg	n	2	saeculum	race, breed, generation, century	139	91	48
saecula	saecul	a	Voc.Pl	n	2	saeculum	race, breed, generation, century	139	91	48
cibus	cib	us	Nom.Sg	m	2	cibus	food, fodder	138	113	25
cibī	cib	ī	Nom.Pl	m	2	cibus	food, fodder	138	113	25
cibī	cib	ī	Gen.Sg	m	2	cibus	food, fodder	138	113	25
cibōrum	cib	ōrum	Gen.Pl	m	2	cibus	food, fodder	138	113	25
cibō	cib	ō	Dat.Sg	m	2	cibus	food, fodder	138	113	25
cibīs	cib	īs	Dat.Pl	m	2	cibus	food, fodder	138	113	25
cibum	cib	um	Acc.Sg	m	2	cibus	food, fodder	138	113	25
cibōs	cib	ōs	Acc.Pl	m	2	cibus	food, fodder	138	113	25
cibō	cib	ō	Abl.Sg	m	2	cibus	food, fodder	138	113	25
cibīs	cib	īs	Abl.Pl	m	2	cibus	food, fodder	138	113	25
cibe	cib	e	Voc.Sg	m	2	cibus	food, fodder	138	113	25
cibī	cib	ī	Voc.Pl	m	2	cibus	food, fodder	138	113	25
dea	de	a	Nom.Sg	fh	1	dea	goddess	138	32	106
deae	de	ae	Nom.Pl	fh	1	dea	goddess	138	32	106
deae	de	ae	Gen.Sg	fh	1	dea	goddess	138	32	106
deārum	de	ārum	Gen.Pl	fh	1	dea	goddess	138	32	106
deae	de	ae	Dat.Sg	fh	1	dea	goddess	138	32	106
deābus	de	ābus	Dat.Pl	fh	1	dea	goddess	138	32	106
deam	de	am	Acc.Sg	fh	1	dea	goddess	138	32	106
deās	de	ās	Acc.Pl	fh	1	dea	goddess	138	32	106
deā	de	ā	Abl.Sg	fh	1	dea	goddess	138	32	106
deābus	de	ābus	Abl.Pl	fh	1	dea	goddess	138	32	106
dea	de	a	Voc.Sg	fh	1	dea	goddess	138	32	106
deae	de	ae	Voc.Pl	fh	1	dea	goddess	138	32	106
lingua	lingu	a	Nom.Sg	f	1	lingua	tongue, language	137	77	60
linguae	lingu	ae	Nom.Pl	f	1	lingua	tongue, language	137	77	60
linguae	lingu	ae	Gen.Sg	f	1	lingua	tongue, language	137	77	60
linguārum	lingu	ārum	Gen.Pl	f	1	lingua	tongue, language	137	77	60
linguae	lingu	ae	Dat.Sg	f	1	lingua	tongue, language	137	77	60
linguīs	lingu	īs	Dat.Pl	f	1	lingua	tongue, language	137	77	60
linguam	lingu	am	Acc.Sg	f	1	lingua	tongue, language	137	77	60
linguās	lingu	ās	Acc.Pl	f	1	lingua	tongue, language	137	77	60
linguā	lingu	ā	Abl.Sg	f	1	lingua	tongue, language	137	77	60
linguīs	lingu	īs	Abl.Pl	f	1	lingua	tongue, language	137	77	60
lingua	lingu	a	Voc.Sg	f	1	lingua	tongue, language	137	77	60
linguae	lingu	ae	Voc.Pl	f	1	lingua	tongue, language	137	77	60
grex	grex	NULL	Nom.Sg	m	3	grex	flock, herd	137	44	93
gregēs	greg	ēs	Nom.Pl	m	3	grex	flock, herd	137	44	93
gregis	greg	is	Gen.Sg	m	3	grex	flock, herd	137	44	93
gregum	greg	um	Gen.Pl	m	3	grex	flock, herd	137	44	93
gregī	greg	ī	Dat.Sg	m	3	grex	flock, herd	137	44	93
gregibus	greg	ibus	Dat.Pl	m	3	grex	flock, herd	137	44	93
gregem	greg	em	Acc.Sg	m	3	grex	flock, herd	137	44	93
gregēs	greg	ēs	Acc.Pl	m	3	grex	flock, herd	137	44	93
grege	greg	e	Abl.Sg	m	3	grex	flock, herd	137	44	93
gregibus	greg	ibus	Abl.Pl	m	3	grex	flock, herd	137	44	93
grex	grex	NULL	Voc.Sg	m	3	grex	flock, herd	137	44	93
gregēs	greg	ēs	Voc.Pl	m	3	grex	flock, herd	137	44	93
īnsula	īnsul	a	Nom.Sg	f	1	insula	island	136	124	12
īnsulae	īnsul	ae	Nom.Pl	f	1	insula	island	136	124	12
īnsulae	īnsul	ae	Gen.Sg	f	1	insula	island	136	124	12
īnsulārum	īnsul	ārum	Gen.Pl	f	1	insula	island	136	124	12
īnsulae	īnsul	ae	Dat.Sg	f	1	insula	island	136	124	12
īnsulīs	īnsul	īs	Dat.Pl	f	1	insula	island	136	124	12
īnsulam	īnsul	am	Acc.Sg	f	1	insula	island	136	124	12
īnsulās	īnsul	ās	Acc.Pl	f	1	insula	island	136	124	12
īnsulā	īnsul	ā	Abl.Sg	f	1	insula	island	136	124	12
īnsulīs	īnsul	īs	Abl.Pl	f	1	insula	island	136	124	12
īnsula	īnsul	a	Voc.Sg	f	1	insula	island	136	124	12
īnsulae	īnsul	ae	Voc.Pl	f	1	insula	island	136	124	12
iūdex	iūdex	NULL	Nom.Sg	mh	3	iudex	judge, juror	136	103	33
iūdicēs	iūdic	ēs	Nom.Pl	mh	3	iudex	judge, juror	136	103	33
iūdicis	iūdic	is	Gen.Sg	mh	3	iudex	judge, juror	136	103	33
iūdicum	iūdic	um	Gen.Pl	mh	3	iudex	judge, juror	136	103	33
iūdicī	iūdic	ī	Dat.Sg	mh	3	iudex	judge, juror	136	103	33
iūdicibus	iūdic	ibus	Dat.Pl	mh	3	iudex	judge, juror	136	103	33
iūdicem	iūdic	em	Acc.Sg	mh	3	iudex	judge, juror	136	103	33
iūdicēs	iūdic	ēs	Acc.Pl	mh	3	iudex	judge, juror	136	103	33
iūdice	iūdic	e	Abl.Sg	mh	3	iudex	judge, juror	136	103	33
iūdicibus	iūdic	ibus	Abl.Pl	mh	3	iudex	judge, juror	136	103	33
iūdex	iūdex	NULL	Voc.Sg	mh	3	iudex	judge, juror	136	103	33
iūdicēs	iūdic	ēs	Voc.Pl	mh	3	iudex	judge, juror	136	103	33
venēnum	venēn	um	Nom.Sg	n	2	venenum	potion, poison	134	91	43
venēna	venēn	a	Nom.Pl	n	2	venenum	potion, poison	134	91	43
venēnī	venēn	ī	Gen.Sg	n	2	venenum	potion, poison	134	91	43
venēnōrum	venēn	ōrum	Gen.Pl	n	2	venenum	potion, poison	134	91	43
venēnō	venēn	ō	Dat.Sg	n	2	venenum	potion, poison	134	91	43
venēnīs	venēn	īs	Dat.Pl	n	2	venenum	potion, poison	134	91	43
venēnum	venēn	um	Acc.Sg	n	2	venenum	potion, poison	134	91	43
venēna	venēn	a	Acc.Pl	n	2	venenum	potion, poison	134	91	43
venēnō	venēn	ō	Abl.Sg	n	2	venenum	potion, poison	134	91	43
venēnīs	venēn	īs	Abl.Pl	n	2	venenum	potion, poison	134	91	43
venēnum	venēn	um	Voc.Sg	n	2	venenum	potion, poison	134	91	43
venēna	venēn	a	Voc.Pl	n	2	venenum	potion, poison	134	91	43
clādes	clād	es	Nom.Sg	f	3	clades	a breaking, destruction	134	90	44
clādēs	clād	ēs	Nom.Pl	f	3	clades	a breaking, destruction	134	90	44
clādis	clād	is	Gen.Sg	f	3	clades	a breaking, destruction	134	90	44
clādium	clād	ium	Gen.Pl	f	3	clades	a breaking, destruction	134	90	44
clādī	clād	ī	Dat.Sg	f	3	clades	a breaking, destruction	134	90	44
clādibus	clād	ibus	Dat.Pl	f	3	clades	a breaking, destruction	134	90	44
clādem	clād	em	Acc.Sg	f	3	clades	a breaking, destruction	134	90	44
clādēs	clād	ēs	Acc.Pl	f	3	clades	a breaking, destruction	134	90	44
clāde	clād	e	Abl.Sg	f	3	clades	a breaking, destruction	134	90	44
clādibus	clād	ibus	Abl.Pl	f	3	clades	a breaking, destruction	134	90	44
clādes	clād	es	Voc.Sg	f	3	clades	a breaking, destruction	134	90	44
clādēs	clād	ēs	Voc.Pl	f	3	clades	a breaking, destruction	134	90	44
rōbur	rōbur	NULL	Nom.Sg	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōbora	rōbor	a	Nom.Pl	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōboris	rōbor	is	Gen.Sg	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōborum	rōbor	um	Gen.Pl	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōborī	rōbor	ī	Dat.Sg	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōboribus	rōbor	ibus	Dat.Pl	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōbur	rōbur	NULL	Acc.Sg	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōbora	rōbor	a	Acc.Pl	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōbore	rōbor	e	Abl.Sg	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōboribus	rōbor	ibus	Abl.Pl	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōbur	rōbur	NULL	Voc.Sg	n	3	robur	kind of hard oak, hardness, strength	134	90	44
rōbora	rōbor	a	Voc.Pl	n	3	robur	kind of hard oak, hardness, strength	134	90	44
sānctus	sānct	us	Nom.Sg	mh	2	sanctus	saint	134	53	81
sānctī	sānct	ī	Nom.Pl	mh	2	sanctus	saint	134	53	81
sānctī	sānct	ī	Gen.Sg	mh	2	sanctus	saint	134	53	81
sānctōrum	sānct	ōrum	Gen.Pl	mh	2	sanctus	saint	134	53	81
sānctō	sānct	ō	Dat.Sg	mh	2	sanctus	saint	134	53	81
sānctīs	sānct	īs	Dat.Pl	mh	2	sanctus	saint	134	53	81
sānctum	sānct	um	Acc.Sg	mh	2	sanctus	saint	134	53	81
sānctōs	sānct	ōs	Acc.Pl	mh	2	sanctus	saint	134	53	81
sānctō	sānct	ō	Abl.Sg	mh	2	sanctus	saint	134	53	81
sānctīs	sānct	īs	Abl.Pl	mh	2	sanctus	saint	134	53	81
sāncte	sānct	e	Voc.Sg	mh	2	sanctus	saint	134	53	81
sānctī	sānct	ī	Voc.Pl	mh	2	sanctus	saint	134	53	81
portus	port	us	Nom.Sg	m	4	portus	harbor, port	132	70	62
portūs	port	ūs	Nom.Pl	m	4	portus	harbor, port	132	70	62
portūs	port	ūs	Gen.Sg	m	4	portus	harbor, port	132	70	62
portuum	port	uum	Gen.Pl	m	4	portus	harbor, port	132	70	62
portuī	port	uī	Dat.Sg	m	4	portus	harbor, port	132	70	62
portibus	port	ibus	Dat.Pl	m	4	portus	harbor, port	132	70	62
portum	port	um	Acc.Sg	m	4	portus	harbor, port	132	70	62
portūs	port	ūs	Acc.Pl	m	4	portus	harbor, port	132	70	62
portū	port	ū	Abl.Sg	m	4	portus	harbor, port	132	70	62
portibus	port	ibus	Abl.Pl	m	4	portus	harbor, port	132	70	62
portus	port	us	Voc.Sg	m	4	portus	harbor, port	132	70	62
portūs	port	ūs	Voc.Pl	m	4	portus	harbor, port	132	70	62
cervīx	cervīx	NULL	Nom.Sg	f	3	cervix	neck	132	56	76
cervīcēs	cervīc	ēs	Nom.Pl	f	3	cervix	neck	132	56	76
cervīcis	cervīc	is	Gen.Sg	f	3	cervix	neck	132	56	76
cervīcum	cervīc	um	Gen.Pl	f	3	cervix	neck	132	56	76
cervīcī	cervīc	ī	Dat.Sg	f	3	cervix	neck	132	56	76
cervīcibus	cervīc	ibus	Dat.Pl	f	3	cervix	neck	132	56	76
cervīcem	cervīc	em	Acc.Sg	f	3	cervix	neck	132	56	76
cervīcēs	cervīc	ēs	Acc.Pl	f	3	cervix	neck	132	56	76
cervīce	cervīc	e	Abl.Sg	f	3	cervix	neck	132	56	76
cervīcibus	cervīc	ibus	Abl.Pl	f	3	cervix	neck	132	56	76
cervīx	cervīx	NULL	Voc.Sg	f	3	cervix	neck	132	56	76
cervīcēs	cervīc	ēs	Voc.Pl	f	3	cervix	neck	132	56	76
ratis	rat	is	Nom.Sg	f	3	ratis	raft	132	23	109
ratēs	rat	ēs	Nom.Pl	f	3	ratis	raft	132	23	109
ratis	rat	is	Gen.Sg	f	3	ratis	raft	132	23	109
ratum	rat	um	Gen.Pl	f	3	ratis	raft	132	23	109
ratī	rat	ī	Dat.Sg	f	3	ratis	raft	132	23	109
ratibus	rat	ibus	Dat.Pl	f	3	ratis	raft	132	23	109
ratem	rat	em	Acc.Sg	f	3	ratis	raft	132	23	109
ratēs	rat	ēs	Acc.Pl	f	3	ratis	raft	132	23	109
rate	rat	e	Abl.Sg	f	3	ratis	raft	132	23	109
ratibus	rat	ibus	Abl.Pl	f	3	ratis	raft	132	23	109
ratis	rat	is	Voc.Sg	f	3	ratis	raft	132	23	109
ratēs	rat	ēs	Voc.Pl	f	3	ratis	raft	132	23	109
argentum	argent	um	Nom.Sg	n	2	argentum	silver	131	97	34
argenta	argent	a	Nom.Pl	n	2	argentum	silver	131	97	34
argentī	argent	ī	Gen.Sg	n	2	argentum	silver	131	97	34
argentōrum	argent	ōrum	Gen.Pl	n	2	argentum	silver	131	97	34
argentō	argent	ō	Dat.Sg	n	2	argentum	silver	131	97	34
argentīs	argent	īs	Dat.Pl	n	2	argentum	silver	131	97	34
argentum	argent	um	Acc.Sg	n	2	argentum	silver	131	97	34
argenta	argent	a	Acc.Pl	n	2	argentum	silver	131	97	34
argentō	argent	ō	Abl.Sg	n	2	argentum	silver	131	97	34
argentīs	argent	īs	Abl.Pl	n	2	argentum	silver	131	97	34
argentum	argent	um	Voc.Sg	n	2	argentum	silver	131	97	34
argenta	argent	a	Voc.Pl	n	2	argentum	silver	131	97	34
ictus	ict	us	Nom.Sg	m	4	ictus	blow, stroke, stab	130	88	42
ictūs	ict	ūs	Nom.Pl	m	4	ictus	blow, stroke, stab	130	88	42
ictūs	ict	ūs	Gen.Sg	m	4	ictus	blow, stroke, stab	130	88	42
ictuum	ict	uum	Gen.Pl	m	4	ictus	blow, stroke, stab	130	88	42
ictuī	ict	uī	Dat.Sg	m	4	ictus	blow, stroke, stab	130	88	42
ictibus	ict	ibus	Dat.Pl	m	4	ictus	blow, stroke, stab	130	88	42
ictum	ict	um	Acc.Sg	m	4	ictus	blow, stroke, stab	130	88	42
ictūs	ict	ūs	Acc.Pl	m	4	ictus	blow, stroke, stab	130	88	42
ictū	ict	ū	Abl.Sg	m	4	ictus	blow, stroke, stab	130	88	42
ictibus	ict	ibus	Abl.Pl	m	4	ictus	blow, stroke, stab	130	88	42
ictus	ict	us	Voc.Sg	m	4	ictus	blow, stroke, stab	130	88	42
ictūs	ict	ūs	Voc.Pl	m	4	ictus	blow, stroke, stab	130	88	42
dolus	dol	us	Nom.Sg	m	2	dolus	trickery, deception	130	58	72
dolī	dol	ī	Nom.Pl	m	2	dolus	trickery, deception	130	58	72
dolī	dol	ī	Gen.Sg	m	2	dolus	trickery, deception	130	58	72
dolōrum	dol	ōrum	Gen.Pl	m	2	dolus	trickery, deception	130	58	72
dolō	dol	ō	Dat.Sg	m	2	dolus	trickery, deception	130	58	72
dolīs	dol	īs	Dat.Pl	m	2	dolus	trickery, deception	130	58	72
dolum	dol	um	Acc.Sg	m	2	dolus	trickery, deception	130	58	72
dolōs	dol	ōs	Acc.Pl	m	2	dolus	trickery, deception	130	58	72
dolō	dol	ō	Abl.Sg	m	2	dolus	trickery, deception	130	58	72
dolīs	dol	īs	Abl.Pl	m	2	dolus	trickery, deception	130	58	72
dole	dol	e	Voc.Sg	m	2	dolus	trickery, deception	130	58	72
dolī	dol	ī	Voc.Pl	m	2	dolus	trickery, deception	130	58	72
luxuria	luxuri	a	Nom.Sg	f	1	luxuria	luxury, extravagance	129	117	12
luxuriae	luxuri	ae	Nom.Pl	f	1	luxuria	luxury, extravagance	129	117	12
luxuriae	luxuri	ae	Gen.Sg	f	1	luxuria	luxury, extravagance	129	117	12
luxuriārum	luxuri	ārum	Gen.Pl	f	1	luxuria	luxury, extravagance	129	117	12
luxuriae	luxuri	ae	Dat.Sg	f	1	luxuria	luxury, extravagance	129	117	12
