Form	Root	Suffix	Case	Gender	Declension	Parent	English	Total	Prose	Poetry
forīs	for	īs	Abl.Pl	n	2	forum	market-/public place, forum	171	151	20
forum	for	um	Voc.Sg	n	2	forum	market-/public place, forum	171	151	20
fora	for	a	Voc.Pl	n	2	forum	market-/public place, forum	171	151	20
vīnum	vīn	um	Nom.Sg	n	2	vinum	wine	170	103	67
vīna	vīn	a	Nom.Pl	n	2	vinum	wine	170	103	67
vīnī	vīn	ī	Gen.Sg	n	2	vinum	wine	170	103	67
vīnōrum	vīn	ōrum	Gen.Pl	n	2	vinum	wine	170	103	67
vīnō	vīn	ō	Dat.Sg	n	2	vinum	wine	170	103	67
vīnīs	vīn	īs	Dat.Pl	n	2	vinum	wine	170	103	67
vīnum	vīn	um	Acc.Sg	n	2	vinum	wine	170	103	67
vīna	vīn	a	Acc.Pl	n	2	vinum	wine	170	103	67
vīnō	vīn	ō	Abl.Sg	n	2	vinum	wine	170	103	67
vīnīs	vīn	īs	Abl.Pl	n	2	vinum	wine	170	103	67
vīnum	vīn	um	Voc.Sg	n	2	vinum	wine	170	103	67
vīna	vīn	a	Voc.Pl	n	2	vinum	wine	170	103	67
-	N/A	N/A	Nom.Sg	n	3	moenia	city walls, fortifications	170	91	79
moenia	moen	ia	Nom.Pl	n	3	moenia	city walls, fortifications	170	91	79
-	N/A	N/A	Gen.Sg	n	3	moenia	city walls, fortifications	170	91	79
moenium	moen	ium	Gen.Pl	n	3	moenia	city walls, fortifications	170	91	79
-	N/A	N/A	Dat.Sg	n	3	moenia	city walls, fortifications	170	91	79
moenibus	moen	ibus	Dat.Pl	n	3	moenia	city walls, fortifications	170	91	79
-	N/A	N/A	Acc.Sg	n	3	moenia	city walls, fortifications	170	91	79
moenia	moen	ia	Acc.Pl	n	3	moenia	city walls, fortifications	170	91	79
-	N/A	N/A	Abl.Sg	n	3	moenia	city walls, fortifications	170	91	79
moenibus	moen	ibus	Abl.Pl	n	3	moenia	city walls, fortifications	170	91	79
-	N/A	N/A	Voc.Sg	n	3	moenia	city walls, fortifications	170	91	79
moenia	moen	ia	Voc.Pl	n	3	moenia	city walls, fortifications	170	91	79
rīpa	rīp	a	Nom.Sg	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpae	rīp	ae	Nom.Pl	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpae	rīp	ae	Gen.Sg	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpārum	rīp	ārum	Gen.Pl	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpae	rīp	ae	Dat.Sg	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpīs	rīp	īs	Dat.Pl	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpam	rīp	am	Acc.Sg	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpās	rīp	ās	Acc.Pl	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpā	rīp	ā	Abl.Sg	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpīs	rīp	īs	Abl.Pl	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpa	rīp	a	Voc.Sg	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
rīpae	rīp	ae	Voc.Pl	f	1	ripa	bank (of a river), shore (of the sea)	169	109	60
gaudium	gaudi	um	Nom.Sg	n	2	gaudium	joy, delight	168	124	44
gaudia	gaudi	a	Nom.Pl	n	2	gaudium	joy, delight	168	124	44
gaudiī	gaudi	ī	Gen.Sg	n	2	gaudium	joy, delight	168	124	44
gaudiōrum	gaudi	ōrum	Gen.Pl	n	2	gaudium	joy, delight	168	124	44
gaudiō	gaudi	ō	Dat.Sg	n	2	gaudium	joy, delight	168	124	44
gaudiīs	gaudi	īs	Dat.Pl	n	2	gaudium	joy, delight	168	124	44
gaudium	gaudi	um	Acc.Sg	n	2	gaudium	joy, delight	168	124	44
gaudia	gaudi	a	Acc.Pl	n	2	gaudium	joy, delight	168	124	44
gaudiō	gaudi	ō	Abl.Sg	n	2	gaudium	joy, delight	168	124	44
gaudiīs	gaudi	īs	Abl.Pl	n	2	gaudium	joy, delight	168	124	44
gaudium	gaudi	um	Voc.Sg	n	2	gaudium	joy, delight	168	124	44
gaudia	gaudi	a	Voc.Pl	n	2	gaudium	joy, delight	168	124	44
cornū	corn	ū	Nom.Sg	n	4	cornu	horn	168	88	80
cornua	corn	ua	Nom.Pl	n	4	cornu	horn	168	88	80
cornūs	corn	ūs	Gen.Sg	n	4	cornu	horn	168	88	80
cornuum	corn	uum	Gen.Pl	n	4	cornu	horn	168	88	80
cornū	corn	ū	Dat.Sg	n	4	cornu	horn	168	88	80
cornibus	corn	ibus	Dat.Pl	n	4	cornu	horn	168	88	80
cornū	corn	ū	Acc.Sg	n	4	cornu	horn	168	88	80
cornua	corn	ua	Acc.Pl	n	4	cornu	horn	168	88	80
cornū	corn	ū	Abl.Sg	n	4	cornu	horn	168	88	80
cornibus	corn	ibus	Abl.Pl	n	4	cornu	horn	168	88	80
cornū	corn	ū	Voc.Sg	n	4	cornu	horn	168	88	80
cornua	corn	ua	Voc.Pl	n	4	cornu	horn	168	88	80
soror	soror	NULL	Nom.Sg	fh	3	soror	sister	168	57	111
sorōrēs	sorōr	ēs	Nom.Pl	fh	3	soror	sister	168	57	111
sorōris	sorōr	is	Gen.Sg	fh	3	soror	sister	168	57	111
sorōrum	sorōr	um	Gen.Pl	fh	3	soror	sister	168	57	111
sorōrī	sorōr	ī	Dat.Sg	fh	3	soror	sister	168	57	111
sorōribus	sorōr	ibus	Dat.Pl	fh	3	soror	sister	168	57	111
sorōrem	sorōr	em	Acc.Sg	fh	3	soror	sister	168	57	111
sorōrēs	sorōr	ēs	Acc.Pl	fh	3	soror	sister	168	57	111
sorōre	sorōr	e	Abl.Sg	fh	3	soror	sister	168	57	111
sorōribus	sorōr	ibus	Abl.Pl	fh	3	soror	sister	168	57	111
soror	soror	NULL	Voc.Sg	fh	3	soror	sister	168	57	111
sorōrēs	sorōr	ēs	Voc.Pl	fh	3	soror	sister	168	57	111
fluctus	fluct	us	Nom.Sg	m	4	fluctus	wave, billow	167	57	110
fluctūs	fluct	ūs	Nom.Pl	m	4	fluctus	wave, billow	167	57	110
fluctūs	fluct	ūs	Gen.Sg	m	4	fluctus	wave, billow	167	57	110
fluctuum	fluct	uum	Gen.Pl	m	4	fluctus	wave, billow	167	57	110
fluctuī	fluct	uī	Dat.Sg	m	4	fluctus	wave, billow	167	57	110
fluctibus	fluct	ibus	Dat.Pl	m	4	fluctus	wave, billow	167	57	110
fluctum	fluct	um	Acc.Sg	m	4	fluctus	wave, billow	167	57	110
fluctūs	fluct	ūs	Acc.Pl	m	4	fluctus	wave, billow	167	57	110
fluctū	fluct	ū	Abl.Sg	m	4	fluctus	wave, billow	167	57	110
fluctibus	fluct	ibus	Abl.Pl	m	4	fluctus	wave, billow	167	57	110
fluctus	fluct	us	Voc.Sg	m	4	fluctus	wave, billow	167	57	110
fluctūs	fluct	ūs	Voc.Pl	m	4	fluctus	wave, billow	167	57	110
nemus	nemus	NULL	Nom.Sg	n	3	nemus	grove, glade, pasture	166	40	126
nemora	nemor	a	Nom.Pl	n	3	nemus	grove, glade, pasture	166	40	126
nemoris	nemor	is	Gen.Sg	n	3	nemus	grove, glade, pasture	166	40	126
nemorum	nemor	um	Gen.Pl	n	3	nemus	grove, glade, pasture	166	40	126
nemorī	nemor	ī	Dat.Sg	n	3	nemus	grove, glade, pasture	166	40	126
nemoribus	nemor	ibus	Dat.Pl	n	3	nemus	grove, glade, pasture	166	40	126
nemus	nemus	NULL	Acc.Sg	n	3	nemus	grove, glade, pasture	166	40	126
nemora	nemor	a	Acc.Pl	n	3	nemus	grove, glade, pasture	166	40	126
nemore	nemor	e	Abl.Sg	n	3	nemus	grove, glade, pasture	166	40	126
nemoribus	nemor	ibus	Abl.Pl	n	3	nemus	grove, glade, pasture	166	40	126
nemus	nemus	NULL	Voc.Sg	n	3	nemus	grove, glade, pasture	166	40	126
nemora	nemor	a	Voc.Pl	n	3	nemus	grove, glade, pasture	166	40	126
exsilium	exsili	um	Nom.Sg	n	2	exsilium	exile, banishment	165	137	28
exsilia	exsili	a	Nom.Pl	n	2	exsilium	exile, banishment	165	137	28
exsiliī	exsili	ī	Gen.Sg	n	2	exsilium	exile, banishment	165	137	28
exsiliōrum	exsili	ōrum	Gen.Pl	n	2	exsilium	exile, banishment	165	137	28
exsiliō	exsili	ō	Dat.Sg	n	2	exsilium	exile, banishment	165	137	28
exsiliīs	exsili	īs	Dat.Pl	n	2	exsilium	exile, banishment	165	137	28
exsilium	exsili	um	Acc.Sg	n	2	exsilium	exile, banishment	165	137	28
exsilia	exsili	a	Acc.Pl	n	2	exsilium	exile, banishment	165	137	28
exsiliō	exsili	ō	Abl.Sg	n	2	exsilium	exile, banishment	165	137	28
exsiliīs	exsili	īs	Abl.Pl	n	2	exsilium	exile, banishment	165	137	28
exsilium	exsili	um	Voc.Sg	n	2	exsilium	exile, banishment	165	137	28
exsilia	exsili	a	Voc.Pl	n	2	exsilium	exile, banishment	165	137	28
custōs	custōs	NULL	Nom.Sg	m	3	custos	guard, protector, guardian	165	90	75
custōdēs	custōd	ēs	Nom.Pl	m	3	custos	guard, protector, guardian	165	90	75
custōdis	custōd	is	Gen.Sg	m	3	custos	guard, protector, guardian	165	90	75
custōdum	custōd	um	Gen.Pl	m	3	custos	guard, protector, guardian	165	90	75
custōdī	custōd	ī	Dat.Sg	m	3	custos	guard, protector, guardian	165	90	75
custōdibus	custōd	ibus	Dat.Pl	m	3	custos	guard, protector, guardian	165	90	75
custōdem	custōd	em	Acc.Sg	m	3	custos	guard, protector, guardian	165	90	75
custōdēs	custōd	ēs	Acc.Pl	m	3	custos	guard, protector, guardian	165	90	75
custōde	custōd	e	Abl.Sg	m	3	custos	guard, protector, guardian	165	90	75
custōdibus	custōd	ibus	Abl.Pl	m	3	custos	guard, protector, guardian	165	90	75
custōs	custōs	NULL	Voc.Sg	m	3	custos	guard, protector, guardian	165	90	75
custōdēs	custōd	ēs	Voc.Pl	m	3	custos	guard, protector, guardian	165	90	75
solum	sol	um	Nom.Sg	n	2	solum	bottom, ground, floor	165	80	85
sola	sol	a	Nom.Pl	n	2	solum	bottom, ground, floor	165	80	85
solī	sol	ī	Gen.Sg	n	2	solum	bottom, ground, floor	165	80	85
solōrum	sol	ōrum	Gen.Pl	n	2	solum	bottom, ground, floor	165	80	85
solō	sol	ō	Dat.Sg	n	2	solum	bottom, ground, floor	165	80	85
solīs	sol	īs	Dat.Pl	n	2	solum	bottom, ground, floor	165	80	85
solum	sol	um	Acc.Sg	n	2	solum	bottom, ground, floor	165	80	85
sola	sol	a	Acc.Pl	n	2	solum	bottom, ground, floor	165	80	85
solō	sol	ō	Abl.Sg	n	2	solum	bottom, ground, floor	165	80	85
solīs	sol	īs	Abl.Pl	n	2	solum	bottom, ground, floor	165	80	85
solum	sol	um	Voc.Sg	n	2	solum	bottom, ground, floor	165	80	85
sola	sol	a	Voc.Pl	n	2	solum	bottom, ground, floor	165	80	85
praeceptum	praecept	um	Nom.Sg	n	2	praeceptum	teaching, lesson, precept	164	143	21
praecepta	praecept	a	Nom.Pl	n	2	praeceptum	teaching, lesson, precept	164	143	21
praeceptī	praecept	ī	Gen.Sg	n	2	praeceptum	teaching, lesson, precept	164	143	21
praeceptōrum	praecept	ōrum	Gen.Pl	n	2	praeceptum	teaching, lesson, precept	164	143	21
praeceptō	praecept	ō	Dat.Sg	n	2	praeceptum	teaching, lesson, precept	164	143	21
praeceptīs	praecept	īs	Dat.Pl	n	2	praeceptum	teaching, lesson, precept	164	143	21
praeceptum	praecept	um	Acc.Sg	n	2	praeceptum	teaching, lesson, precept	164	143	21
praecepta	praecept	a	Acc.Pl	n	2	praeceptum	teaching, lesson, precept	164	143	21
praeceptō	praecept	ō	Abl.Sg	n	2	praeceptum	teaching, lesson, precept	164	143	21
praeceptīs	praecept	īs	Abl.Pl	n	2	praeceptum	teaching, lesson, precept	164	143	21
praeceptum	praecept	um	Voc.Sg	n	2	praeceptum	teaching, lesson, precept	164	143	21
praecepta	praecept	a	Voc.Pl	n	2	praeceptum	teaching, lesson, precept	164	143	21
pondus	pondus	NULL	Nom.Sg	n	3	pondus	weight, load, burden	164	93	71
pondera	ponder	a	Nom.Pl	n	3	pondus	weight, load, burden	164	93	71
ponderis	ponder	is	Gen.Sg	n	3	pondus	weight, load, burden	164	93	71
ponderum	ponder	um	Gen.Pl	n	3	pondus	weight, load, burden	164	93	71
ponderī	ponder	ī	Dat.Sg	n	3	pondus	weight, load, burden	164	93	71
ponderibus	ponder	ibus	Dat.Pl	n	3	pondus	weight, load, burden	164	93	71
pondus	pondus	NULL	Acc.Sg	n	3	pondus	weight, load, burden	164	93	71
pondera	ponder	a	Acc.Pl	n	3	pondus	weight, load, burden	164	93	71
pondere	ponder	e	Abl.Sg	n	3	pondus	weight, load, burden	164	93	71
ponderibus	ponder	ibus	Abl.Pl	n	3	pondus	weight, load, burden	164	93	71
pondus	pondus	NULL	Voc.Sg	n	3	pondus	weight, load, burden	164	93	71
pondera	ponder	a	Voc.Pl	n	3	pondus	weight, load, burden	164	93	71
pecus	pecus	NULL	Nom.Sg	n	3	pecus	cattle, herd	164	75	89
pecora	pecor	a	Nom.Pl	n	3	pecus	cattle, herd	164	75	89
pecoris	pecor	is	Gen.Sg	n	3	pecus	cattle, herd	164	75	89
pecorum	pecor	um	Gen.Pl	n	3	pecus	cattle, herd	164	75	89
pecorī	pecor	ī	Dat.Sg	n	3	pecus	cattle, herd	164	75	89
pecoribus	pecor	ibus	Dat.Pl	n	3	pecus	cattle, herd	164	75	89
pecus	pecus	NULL	Acc.Sg	n	3	pecus	cattle, herd	164	75	89
pecora	pecor	a	Acc.Pl	n	3	pecus	cattle, herd	164	75	89
pecore	pecor	e	Abl.Sg	n	3	pecus	cattle, herd	164	75	89
pecoribus	pecor	ibus	Abl.Pl	n	3	pecus	cattle, herd	164	75	89
pecus	pecus	NULL	Voc.Sg	n	3	pecus	cattle, herd	164	75	89
pecora	pecor	a	Voc.Pl	n	3	pecus	cattle, herd	164	75	89
sēnsus	sēns	us	Nom.Sg	m	4	sensus	feeling, sentiment	163	133	30
sēnsūs	sēns	ūs	Nom.Pl	m	4	sensus	feeling, sentiment	163	133	30
sēnsūs	sēns	ūs	Gen.Sg	m	4	sensus	feeling, sentiment	163	133	30
sēnsuum	sēns	uum	Gen.Pl	m	4	sensus	feeling, sentiment	163	133	30
sēnsuī	sēns	uī	Dat.Sg	m	4	sensus	feeling, sentiment	163	133	30
sēnsibus	sēns	ibus	Dat.Pl	m	4	sensus	feeling, sentiment	163	133	30
sēnsum	sēns	um	Acc.Sg	m	4	sensus	feeling, sentiment	163	133	30
sēnsūs	sēns	ūs	Acc.Pl	m	4	sensus	feeling, sentiment	163	133	30
sēnsū	sēns	ū	Abl.Sg	m	4	sensus	feeling, sentiment	163	133	30
sēnsibus	sēns	ibus	Abl.Pl	m	4	sensus	feeling, sentiment	163	133	30
sēnsus	sēns	us	Voc.Sg	m	4	sensus	feeling, sentiment	163	133	30
sēnsūs	sēns	ūs	Voc.Pl	m	4	sensus	feeling, sentiment	163	133	30
hōra	hōr	a	Nom.Sg	f	1	hora	hour, time	163	100	63
hōrae	hōr	ae	Nom.Pl	f	1	hora	hour, time	163	100	63
hōrae	hōr	ae	Gen.Sg	f	1	hora	hour, time	163	100	63
hōrārum	hōr	ārum	Gen.Pl	f	1	hora	hour, time	163	100	63
hōrae	hōr	ae	Dat.Sg	f	1	hora	hour, time	163	100	63
hōrīs	hōr	īs	Dat.Pl	f	1	hora	hour, time	163	100	63
hōram	hōr	am	Acc.Sg	f	1	hora	hour, time	163	100	63
hōrās	hōr	ās	Acc.Pl	f	1	hora	hour, time	163	100	63
hōrā	hōr	ā	Abl.Sg	f	1	hora	hour, time	163	100	63
hōrīs	hōr	īs	Abl.Pl	f	1	hora	hour, time	163	100	63
hōra	hōr	a	Voc.Sg	f	1	hora	hour, time	163	100	63
hōrae	hōr	ae	Voc.Pl	f	1	hora	hour, time	163	100	63
coma	com	a	Nom.Sg	f	1	coma	hair of head, foliage	163	11	152
comae	com	ae	Nom.Pl	f	1	coma	hair of head, foliage	163	11	152
comae	com	ae	Gen.Sg	f	1	coma	hair of head, foliage	163	11	152
comārum	com	ārum	Gen.Pl	f	1	coma	hair of head, foliage	163	11	152
comae	com	ae	Dat.Sg	f	1	coma	hair of head, foliage	163	11	152
comīs	com	īs	Dat.Pl	f	1	coma	hair of head, foliage	163	11	152
comam	com	am	Acc.Sg	f	1	coma	hair of head, foliage	163	11	152
comās	com	ās	Acc.Pl	f	1	coma	hair of head, foliage	163	11	152
comā	com	ā	Abl.Sg	f	1	coma	hair of head, foliage	163	11	152
comīs	com	īs	Abl.Pl	f	1	coma	hair of head, foliage	163	11	152
coma	com	a	Voc.Sg	f	1	coma	hair of head, foliage	163	11	152
comae	com	ae	Voc.Pl	f	1	coma	hair of head, foliage	163	11	152
quiēs	quiēs	NULL	Nom.Sg	f	3	quies	rest, quiet, dream	162	112	50
quiētēs	quiēt	ēs	Nom.Pl	f	3	quies	rest, quiet, dream	162	112	50
quiētis	quiēt	is	Gen.Sg	f	3	quies	rest, quiet, dream	162	112	50
quiētum	quiēt	um	Gen.Pl	f	3	quies	rest, quiet, dream	162	112	50
quiētī	quiēt	ī	Dat.Sg	f	3	quies	rest, quiet, dream	162	112	50
quiētibus	quiēt	ibus	Dat.Pl	f	3	quies	rest, quiet, dream	162	112	50
quiētem	quiēt	em	Acc.Sg	f	3	quies	rest, quiet, dream	162	112	50
quiētēs	quiēt	ēs	Acc.Pl	f	3	quies	rest, quiet, dream	162	112	50
quiēte	quiēt	e	Abl.Sg	f	3	quies	rest, quiet, dream	162	112	50
quiētibus	quiēt	ibus	Abl.Pl	f	3	quies	rest, quiet, dream	162	112	50
quiēs	quiēs	NULL	Voc.Sg	f	3	quies	rest, quiet, dream	162	112	50
quiētēs	quiēt	ēs	Voc.Pl	f	3	quies	rest, quiet, dream	162	112	50
sors	sors	NULL	Nom.Sg	f	3	sors	lot, fate, oracular response	160	87	73
sortēs	sort	ēs	Nom.Pl	f	3	sors	lot, fate, oracular response	160	87	73
sortis	sort	is	Gen.Sg	f	3	sors	lot, fate, oracular response	160	87	73
sortium	sort	ium	Gen.Pl	f	3	sors	lot, fate, oracular response	160	87	73
sortī	sort	ī	Dat.Sg	f	3	sors	lot, fate, oracular response	160	87	73
sortibus	sort	ibus	Dat.Pl	f	3	sors	lot, fate, oracular response	160	87	73
sortem	sort	em	Acc.Sg	f	3	sors	lot, fate, oracular response	160	87	73
sortēs	sort	ēs	Acc.Pl	f	3	sors	lot, fate, oracular response	160	87	73
sorte	sort	e	Abl.Sg	f	3	sors	lot, fate, oracular response	160	87	73
sortibus	sort	ibus	Abl.Pl	f	3	sors	lot, fate, oracular response	160	87	73
sors	sors	NULL	Voc.Sg	f	3	sors	lot, fate, oracular response	160	87	73
sortēs	sort	ēs	Voc.Pl	f	3	sors	lot, fate, oracular response	160	87	73
sacrum	sacr	um	Nom.Sg	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacra	sacr	a	Nom.Pl	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacrī	sacr	ī	Gen.Sg	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacrōrum	sacr	ōrum	Gen.Pl	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacrō	sacr	ō	Dat.Sg	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacrīs	sacr	īs	Dat.Pl	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacrum	sacr	um	Acc.Sg	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacra	sacr	a	Acc.Pl	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacrō	sacr	ō	Abl.Sg	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacrīs	sacr	īs	Abl.Pl	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacrum	sacr	um	Voc.Sg	n	2	sacrum	holy or sacred object, vessel	160	66	94
sacra	sacr	a	Voc.Pl	n	2	sacrum	holy or sacred object, vessel	160	66	94
aura	aur	a	Nom.Sg	f	1	aura	air, breeze	159	13	146
aurae	aur	ae	Nom.Pl	f	1	aura	air, breeze	159	13	146
aurae	aur	ae	Gen.Sg	f	1	aura	air, breeze	159	13	146
aurārum	aur	ārum	Gen.Pl	f	1	aura	air, breeze	159	13	146
aurae	aur	ae	Dat.Sg	f	1	aura	air, breeze	159	13	146
aurīs	aur	īs	Dat.Pl	f	1	aura	air, breeze	159	13	146
auram	aur	am	Acc.Sg	f	1	aura	air, breeze	159	13	146
aurās	aur	ās	Acc.Pl	f	1	aura	air, breeze	159	13	146
aurā	aur	ā	Abl.Sg	f	1	aura	air, breeze	159	13	146
aurīs	aur	īs	Abl.Pl	f	1	aura	air, breeze	159	13	146
aura	aur	a	Voc.Sg	f	1	aura	air, breeze	159	13	146
aurae	aur	ae	Voc.Pl	f	1	aura	air, breeze	159	13	146
certāmen	certāmen	NULL	Nom.Sg	n	3	certamen	contest, struggle, strife	156	124	32
certāmina	certāmin	a	Nom.Pl	n	3	certamen	contest, struggle, strife	156	124	32
certāminis	certāmin	is	Gen.Sg	n	3	certamen	contest, struggle, strife	156	124	32
certāminum	certāmin	um	Gen.Pl	n	3	certamen	contest, struggle, strife	156	124	32
certāminī	certāmin	ī	Dat.Sg	n	3	certamen	contest, struggle, strife	156	124	32
certāminibus	certāmin	ibus	Dat.Pl	n	3	certamen	contest, struggle, strife	156	124	32
certāmen	certāmen	NULL	Acc.Sg	n	3	certamen	contest, struggle, strife	156	124	32
certāmina	certāmin	a	Acc.Pl	n	3	certamen	contest, struggle, strife	156	124	32
certāmine	certāmin	e	Abl.Sg	n	3	certamen	contest, struggle, strife	156	124	32
certāminibus	certāmin	ibus	Abl.Pl	n	3	certamen	contest, struggle, strife	156	124	32
certāmen	certāmen	NULL	Voc.Sg	n	3	certamen	contest, struggle, strife	156	124	32
certāmina	certāmin	a	Voc.Pl	n	3	certamen	contest, struggle, strife	156	124	32
gladius	gladi	us	Nom.Sg	m	2	gladius	sword	152	134	18
gladiī	gladi	ī	Nom.Pl	m	2	gladius	sword	152	134	18
gladiī	gladi	ī	Gen.Sg	m	2	gladius	sword	152	134	18
gladiōrum	gladi	ōrum	Gen.Pl	m	2	gladius	sword	152	134	18
gladiō	gladi	ō	Dat.Sg	m	2	gladius	sword	152	134	18
gladiīs	gladi	īs	Dat.Pl	m	2	gladius	sword	152	134	18
gladium	gladi	um	Acc.Sg	m	2	gladius	sword	152	134	18
gladiōs	gladi	ōs	Acc.Pl	m	2	gladius	sword	152	134	18
gladiō	gladi	ō	Abl.Sg	m	2	gladius	sword	152	134	18
gladiīs	gladi	īs	Abl.Pl	m	2	gladius	sword	152	134	18
gladī	glad	ī	Voc.Sg	m	2	gladius	sword	152	134	18
gladiī	gladi	ī	Voc.Pl	m	2	gladius	sword	152	134	18
imāgō	imāgō	NULL	Nom.Sg	f	3	imago	image, imitation, ghost	152	106	46
imāginēs	imāgin	ēs	Nom.Pl	f	3	imago	image, imitation, ghost	152	106	46
imāginis	imāgin	is	Gen.Sg	f	3	imago	image, imitation, ghost	152	106	46
imāginum	imāgin	um	Gen.Pl	f	3	imago	image, imitation, ghost	152	106	46
imāginī	imāgin	ī	Dat.Sg	f	3	imago	image, imitation, ghost	152	106	46
imāginibus	imāgin	ibus	Dat.Pl	f	3	imago	image, imitation, ghost	152	106	46
imāginem	imāgin	em	Acc.Sg	f	3	imago	image, imitation, ghost	152	106	46
imāginēs	imāgin	ēs	Acc.Pl	f	3	imago	image, imitation, ghost	152	106	46
imāgine	imāgin	e	Abl.Sg	f	3	imago	image, imitation, ghost	152	106	46
imāginibus	imāgin	ibus	Abl.Pl	f	3	imago	image, imitation, ghost	152	106	46
imāgō	imāgō	NULL	Voc.Sg	f	3	imago	image, imitation, ghost	152	106	46
imāginēs	imāgin	ēs	Voc.Pl	f	3	imago	image, imitation, ghost	152	106	46
vestīgium	vestīgi	um	Nom.Sg	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgia	vestīgi	a	Nom.Pl	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgiī	vestīgi	ī	Gen.Sg	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgiōrum	vestīgi	ōrum	Gen.Pl	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgiō	vestīgi	ō	Dat.Sg	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgiīs	vestīgi	īs	Dat.Pl	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgium	vestīgi	um	Acc.Sg	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgia	vestīgi	a	Acc.Pl	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgiō	vestīgi	ō	Abl.Sg	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgiīs	vestīgi	īs	Abl.Pl	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgium	vestīgi	um	Voc.Sg	n	2	vestigium	footprint, track, trace, vestige	151	94	57
vestīgia	vestīgi	a	Voc.Pl	n	2	vestigium	footprint, track, trace, vestige	151	94	57
īnsidia	īnsidi	a	Nom.Sg	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiae	īnsidi	ae	Nom.Pl	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiae	īnsidi	ae	Gen.Sg	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiārum	īnsidi	ārum	Gen.Pl	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiae	īnsidi	ae	Dat.Sg	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiīs	īnsidi	īs	Dat.Pl	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiam	īnsidi	am	Acc.Sg	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiās	īnsidi	ās	Acc.Pl	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiā	īnsidi	ā	Abl.Sg	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiīs	īnsidi	īs	Abl.Pl	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidia	īnsidi	a	Voc.Sg	f	1	insidia	ambush, artifice, plot	149	120	29
īnsidiae	īnsidi	ae	Voc.Pl	f	1	insidia	ambush, artifice, plot	149	120	29
līmen	līmen	NULL	Nom.Sg	n	3	limen	threshold, doorstep	149	35	114
līmina	līmin	a	Nom.Pl	n	3	limen	threshold, doorstep	149	35	114
līminis	līmin	is	Gen.Sg	n	3	limen	threshold, doorstep	149	35	114
līminum	līmin	um	Gen.Pl	n	3	limen	threshold, doorstep	149	35	114
līminī	līmin	ī	Dat.Sg	n	3	limen	threshold, doorstep	149	35	114
līminibus	līmin	ibus	Dat.Pl	n	3	limen	threshold, doorstep	149	35	114
līmen	līmen	NULL	Acc.Sg	n	3	limen	threshold, doorstep	149	35	114
līmina	līmin	a	Acc.Pl	n	3	limen	threshold, doorstep	149	35	114
līmine	līmin	e	Abl.Sg	n	3	limen	threshold, doorstep	149	35	114
līminibus	līmin	ibus	Abl.Pl	n	3	limen	threshold, doorstep	149	35	114
līmen	līmen	NULL	Voc.Sg	n	3	limen	threshold, doorstep	149	35	114
līmina	līmin	a	Voc.Pl	n	3	limen	threshold, doorstep	149	35	114
praetōr	praetōr	NULL	Nom.Sg	mh	3	praetor	leader, head, chief, president	148	131	17
praetōrēs	praetōr	ēs	Nom.Pl	mh	3	praetor	leader, head, chief, president	148	131	17
